"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","subj_idx","friend_name","Sex","Word","Word2","value","success","timeout","failed_images","failed_audio","failed_video","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","identity","Image","word","condition","task_id","screen_id","time_stamp","person","valence","domain","math","status","duration","question_order"
"1089","","j","psychophysics","10","235070","0.0-8.0-0.0-1.0-0.0-0.0","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","20.19841584158424","683","380","j","true","nonmatch","img/trapezoid.png","坏我","坏他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","11","235577","0.0-8.0-0.0-1.0-0.0-1.0","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"619","","f","psychophysics","12","237204","0.0-8.0-0.0-1.0-0.0-0.1","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","match","","","","","","","","","","key","f","20.925039473684016","683","380","f","true","match","img/ellipse.png","好我","好我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","13","237721","0.0-8.0-0.0-1.0-0.0-1.1","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"1061","","j","psychophysics","14","239816","0.0-8.0-0.0-1.0-0.0-0.2","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","20.111735294117906","683","380","j","true","nonmatch","img/hexagon.png","坏我","好他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","15","240330","0.0-8.0-0.0-1.0-0.0-1.2","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"1025","","j","psychophysics","16","242366","0.0-8.0-0.0-1.0-0.0-0.3","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","20.26235789473714","683","380","j","true","nonmatch","img/hexagon.png","坏他","好他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","17","242884","0.0-8.0-0.0-1.0-0.0-1.3","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"794","","j","psychophysics","18","244684","0.0-8.0-0.0-1.0-0.0-0.4","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","21.036607142856933","683","380","j","true","nonmatch","img/trapezoid.png","好我","坏他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","19","245203","0.0-8.0-0.0-1.0-0.0-1.4","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"956","","j","psychophysics","20","247175","0.0-8.0-0.0-1.0-0.0-0.5","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","21.563460674157152","683","380","f","false","match","img/trapezoid.png","坏他","坏他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","21","247687","0.0-8.0-0.0-1.0-0.0-1.5","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"1091","","j","psychophysics","22","249786","0.0-8.0-0.0-1.0-0.0-0.6","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","20.988173469387906","683","380","j","true","nonmatch","img/square.png","好他","坏我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","23","250292","0.0-8.0-0.0-1.0-0.0-1.6","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"990","","j","psychophysics","24","252288","0.0-8.0-0.0-1.0-0.0-0.7","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","20.636107526881677","683","380","j","true","nonmatch","img/hexagon.png","好我","好他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","25","252797","0.0-8.0-0.0-1.0-0.0-1.7","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"948","","f","psychophysics","26","254763","0.0-8.0-0.0-1.0-0.0-0.8","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","match","","","","","","","","","","key","f","20.341499999999947","683","380","f","true","match","img/ellipse.png","好我","好我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","27","255268","0.0-8.0-0.0-1.0-0.0-1.8","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"846","","j","psychophysics","28","257142","0.0-8.0-0.0-1.0-0.0-0.9","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","19.438010752688335","683","380","j","true","nonmatch","img/ellipse.png","坏他","好我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","29","257651","0.0-8.0-0.0-1.0-0.0-1.9","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"984","","j","psychophysics","30","259654","0.0-8.0-0.0-1.0-0.0-0.10","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","21.38738043478256","683","380","f","false","match","img/hexagon.png","好他","好他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","31","260169","0.0-8.0-0.0-1.0-0.0-1.10","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"997","","j","psychophysics","32","262189","0.0-8.0-0.0-1.0-0.0-0.11","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","19.749159999999684","683","380","f","false","match","img/square.png","坏我","坏我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","33","262704","0.0-8.0-0.0-1.0-0.0-1.11","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"951","","j","psychophysics","34","264689","0.0-8.0-0.0-1.0-0.0-0.12","6","6","6","6","6","5","5","4","5","5","4","-2","2","1","1","1","1","1","1","5","4","5","2","4","4","5","4","4","4","5","7","4","7","2","6","7","4","6","6","6","5","6","6","6","6","1","5","6","5","2","6","6","5","6","5","2","5","6","2","4","2","3","3","3","3","5","5","6","3","4","2","5","2","5","3","6","3","3","745398419547492353","孙","Male","[""好他"",""坏他"",""好我"",""坏我""]","[""强他"",""弱他"",""强我"",""弱我""]","","","","","","","","nonmatch","","","","","","","","","","key","j","20.362010526315824","683","380","f","false","match","img/hexagon.png","好他","好他","prac_ALT2_moral","practice_moral","","","","","","","",""
