"","MR1","MR2","MR3","MR4","MR5","MR6","MR7","MR8","MR9","MR10","MR11","MR12"
"IM_12",0.454172009497077,-0.326706314015038,-0.195519015040006,0.0771177350499081,0.328493079074887,-0.114250914626123,0.0114619207303201,-0.0143543641047727,0.199394023282699,-0.00761205133167614,-0.103452054543882,-0.0394068718885383
"IM_13",0.322134621720704,-0.0567549489368132,-0.339055783225996,0.00456413611727864,0.0732653586915903,-0.232733153419615,-0.214418533533099,-0.110815494675025,0.19250483547427,-0.0765050329245012,0.0143390511634306,-0.00348763699527837
"IM_14",0.437549840418965,-0.261762592240341,-0.203863503844324,0.151661252741087,0.249963285575128,-0.155698927311329,-0.0403308836076064,-0.00622899547254177,0.188760260602126,0.189572620684891,0.0964831833836057,-0.0647638575734955
"IM_15",0.545094382909209,-0.365912999516445,-0.298059842992787,-0.123151096539045,0.146275062091228,0.0090393228768275,0.000303328765397222,-0.094214813344342,-0.0537498639909442,0.153779908002286,0.0287811255001453,0.0346032010986768
"IM_16",0.600094360547052,-0.147852872843257,-0.10236834036287,0.182116398831397,0.229887516046341,-0.159496739629602,0.0667567274905577,0.00512876084821222,0.267370433565171,0.0446407975057668,0.0379224386960237,-0.011375384071045
"IM_17",0.4966315429805,-0.344039710805274,-0.146264868670826,-0.00389522244401083,0.135455997263938,-0.1862193527487,-0.0569888094428948,-0.189485636961678,0.0641743336239385,0.0594569770812322,0.0272617518398271,0.0402577925435354
"IM_18",0.382794816658481,-0.0833367166973469,-0.0988440547658828,0.0198264740804798,0.0941607956703412,-0.175845586890849,-0.0541076364674381,0.0358468161596384,0.325324982404653,-0.0932769545638851,0.0427711187708188,0.0172453814049975
"IM_19",0.723494954271324,-0.0802708111243461,-0.280417802998339,-0.207872617210591,0.0980147776305484,-0.0916036534848604,-0.130565035168616,-0.0508369116222228,-0.0275847631257237,0.0281926659135635,0.0345239031227437,0.0194108312189767
"IM_20",0.578872242807949,-0.203888502804803,-0.10575436135052,0.118547797448536,0.24878880893801,-0.187058832941277,0.0542412845789395,0.028513610341585,0.0767435659103161,-0.0213814554641163,-0.117141142465327,-0.0316006596418006
"Ability",0.605456408324504,0.483933546581602,0.0522862428421775,-0.0363658777580221,-0.0865830501400536,-0.0742052548490544,0.0596604821797407,0.0178815735374299,0.104164115005056,-0.0567511567008778,0.117703004336527,-0.0176347934396959
"Attraction",0.568788169393119,0.445860589770027,-0.056583611783563,-0.0458680112350467,0.0595396572391556,-0.0784334616359044,-0.0233170858401051,0.106606222560551,0.00211810083742982,-0.0171302619910947,0.184306980241524,-0.0213265047813348
"Wealth",0.579786949957216,0.298240310381474,-0.0267343980351011,-0.000332161632230491,0.0658609651478679,-0.02164750649595,0.0665754931744865,0.0856693910159364,0.00637010784272774,0.130675748081644,0.263778639980429,-0.0169212996167866
"Social",0.634734307580086,0.390833915459361,0.0027351197812845,-0.097003957813172,0.0531328123566304,-0.0653692022402533,0.0534614700676637,0.0121154458972308,-0.060062224886162,-0.0519804950368126,0.0922662557967347,-0.124695498735175
"Moral",0.60248153180102,0.275285860603449,-0.158506049756339,0.194407474277205,-0.0192367954516954,-0.0894849060598822,-0.0167442920814688,-0.0435267644712617,0.112445670525404,-0.170425792843386,0.0648820251453219,-0.0971183774774107
