"","Betweenness","Closeness","Strength","ExpectedInfluence"
"IM_6",197,0.000187629876390964,1.04432009426779,0.950274766020563
"IM_7",156,0.000195008280142525,1.09232673350218,0.981569833654758
"IM_8",11,0.00016390884002894,0.674691720663636,0.60125844145098
"IM_9",54,0.000175409429193094,1.1105464617651,0.977241249866727
"IM_10",197,0.000183445804907837,0.722871375012151,0.593954071340637
"IM_11",97,0.000179956632546733,0.858915556685078,0.858915556685078
"IM_12",144,0.000191121797753553,0.983268912296028,0.879612567683449
"IM_13",46,0.000162519891295065,0.72836702519679,0.442392138458094
"IM_14",14,0.000176823492005892,0.825955969847248,0.799771561302654
"IM_15",380,0.000206206511592884,1.1914076123195,0.871348104445899
"IM_16",281,0.000191254514399957,1.17763764521454,1.17763764521454
"IM_17",25,0.000184730633292612,0.917261029092942,0.836021861790344
"IM_18",0,0.000165347312150982,0.608998874518656,0.608998874518656
"IM_19",316,0.000204809630985138,1.29667166821446,1.20057655278187
"IM_20",184,0.000188731870753169,1.09452696338706,1.06665001868236
"Ability",606,0.000217790436934971,1.43712288999458,1.23079954767924
"Attraction",338,0.000209148233869002,1.13896552578347,1.13896552578347
"Wealth",99,0.00020121148847662,0.879056831237101,0.879056831237101
"Social",384,0.000207049424255379,1.21031460509415,0.745659921082513
"Moral",546,0.00020610215946799,1.07317094188149,0.999969710519074
"ability_ALT_rt",157,0.00014899788932515,0.841235620809923,0.563627332958907
"moral_ALT_rt",71,0.000128746989351673,0.806601448382628,0.633557039266148
"ability_ALT_d",72,0.000145063204331626,0.782795130132936,0.621982280393998
"moral_ALT_d",56,0.000128342722461957,0.791277704541811,0.630165623317447
"ability_IAT",81,0.000142581191631194,0.553175676679959,0.360046175819964
"moral_IAT",42,0.000139842156328948,0.417926535177697,0.292191654443723
"ability_SRET_EW",675,0.000195171212289458,1.33894276629286,0.743849843741455
"moral_SRET_EW",15,0.000183722460133462,0.580687375497091,0.525229139043126
"ability_SRET_rt",152,0.000107675846257261,0.768401025328911,0.648672725848858
"moral_SRET_rt",0,0.000104708304976224,0.579040998219626,0.579040998219626
"ability_SRET_RJ1_d",0,0.000108534155645225,0.159087675190979,0.114218398708679
"moral_SRET_RJ1_d",0,5.38003342167658e-05,0.017786786492001,-0.017786786492001
"ability_SRET_RJ2_d",190,0.000128174364691333,0.542532310359384,0.400861955853185
"moral_SRET_RJ2_d",98,0.000129159786158118,0.454092901816408,0.250427120901889
