"","clustWS","signed_clustWS","clustZhang","signed_clustZhang","clustOnnela","signed_clustOnnela","clustBarrat"
"IPC_1",0.16,0.147692307692308,0.00881511836013043,0.00878588638458028,0.00572383957951139,0.00550234288800027,0.166393754543753
"IPC_2",0.191666666666667,0.175,0.0214166723213621,0.0213998034581533,0.00826008263790747,0.00802095699171832,0.249859026494777
"IPC_3",0.256916996047431,0.256916996047431,0.0189866103458262,0.0189866103458262,0.010095006585043,0.010095006585043,0.284680191987305
"IPC_4",0.173684210526316,0.152631578947368,0.009205421716251,0.00917806037092397,0.00488981042633445,0.00466148387547598,0.177759006266679
"IPC_5",0.237154150197628,0.237154150197628,0.0234475007445797,0.0234475007445797,0.00888082012001477,0.00888082012001477,0.290361913475332
"IPC_6",0.316017316017316,0.316017316017316,0.0165881021883374,0.0165881021883374,0.0101835953601414,0.0101835953601414,0.348598129429362
"IPC_7",0.253623188405797,0.253623188405797,0.0116226737335423,0.0116226737335423,0.00809109540255853,0.00809109540255853,0.279036862450465
"IPC_8",0.274853801169591,0.274853801169591,0.0220273211769525,0.0220273211769525,0.0101282294128066,0.0101282294128066,0.335007611392472
"ss_1",0.326153846153846,0.326153846153846,0.0207794385784255,0.0207794385784255,0.0112989292713261,0.0112989292713261,0.344186447710219
"ss_2",0.272727272727273,0.272727272727273,0.0181359444193991,0.0181359444193991,0.0100520066237661,0.0100520066237661,0.314328292075911
"ss_3",0.438095238095238,0.438095238095238,0.0377873175168793,0.0377873175168793,0.0185191215367552,0.0185191215367552,0.507411056718328
"ss_4",0.391812865497076,0.391812865497076,0.0252497097651453,0.0252497097651453,0.0152950556529209,0.0152950556529209,0.482217235837151
"ss_5",0.278947368421053,0.278947368421053,0.0192260530348152,0.0192260530348152,0.0103713880200901,0.0103713880200901,0.307969205504171
"ss_6",0.477124183006536,0.477124183006536,0.0382689859048865,0.0382689859048865,0.0245133827619587,0.0245133827619587,0.576254994529955
"ss_7",0.391812865497076,0.391812865497076,0.0280577528326272,0.0280577528326272,0.0181144845116886,0.0181144845116886,0.499826428547454
"ss_8",0.321052631578947,0.321052631578947,0.0144192343107192,0.0144192343107192,0.00787281912550209,0.00787281912550209,0.348593386265143
"ss_9",0.321637426900585,0.309941520467836,0.031422123985862,0.0314106314331277,0.0144032924906404,0.0142354850196305,0.365491068240729
"ss_10",0.696969696969697,0.696969696969697,0.038361878376758,0.038361878376758,0.0333677829889393,0.0333677829889393,0.702860513166516
"cr_1",0.4,0.4,0.0279545106261222,0.0279545106261222,0.0196299938414514,0.0196299938414514,0.453728790781574
"c_2",0.255411255411255,0.255411255411255,0.0257979559314417,0.0257979559314417,0.0116659698350651,0.0116659698350651,0.317113505571442
"c_3",0.296296296296296,0.296296296296296,0.022683646216049,0.022683646216049,0.0115499960569741,0.0115499960569741,0.345491417548976
"c_4",0.219354838709677,0.219354838709677,0.0209512709858403,0.0209512709858403,0.00678573659795384,0.00678573659795384,0.264224128850535
"c_5",0.389705882352941,0.389705882352941,0.0320221855036343,0.0320221855036343,0.0188103812213524,0.0188103812213524,0.436607851714266
"c_6",0.467532467532468,0.467532467532468,0.0294334858286152,0.0294334858286152,0.0202366088532384,0.0202366088532384,0.530555123783683
"c_7",0.323333333333333,0.323333333333333,0.033869770238711,0.033869770238711,0.0143990461870393,0.0143990461870393,0.362769561818898
"c_8",0.295384615384615,0.295384615384615,0.0274652325053175,0.0274652325053175,0.0109465669158941,0.0109465669158941,0.332523044438761
"c_9",0.442857142857143,0.442857142857143,0.0295922495619447,0.0295922495619447,0.0175824590184256,0.0175824590184256,0.47779394097169
"c_10",0.541666666666667,0.541666666666667,0.0334784367761541,0.0334784367761541,0.0260096300033488,0.0260096300033488,0.590393520094496
"NPI1",0.323529411764706,0.323529411764706,0.022285013725837,0.022285013725837,0.0132440535732752,0.0132440535732752,0.34380579685133
"NPI2",0.4,0.4,0.0568760447845025,0.0568760447845025,0.0227600415328321,0.0227600415328321,0.571022589985863
"NPI3",0.226315789473684,0.215789473684211,0.0214899496075871,0.0214756029682541,0.0102472105020425,0.0100770986471823,0.306394062088561
"NPI4",0.417582417582418,0.417582417582418,0.0589656268408571,0.0589656268408571,0.0290512298694306,0.0290512298694306,0.543154304647802
"NPI5",0.490909090909091,0.490909090909091,0.0808058018804461,0.0808058018804461,0.033131522343059,0.033131522343059,0.613879994062231
"NPI6",0.203333333333333,0.196666666666667,0.0234873249493543,0.0234709095383708,0.00765926553365909,0.00756055134135162,0.241590605863667
"NPI7",0.273684210526316,0.273684210526316,0.0231385018366731,0.0231385018366731,0.0113536617618923,0.0113536617618923,0.304855507028282
"NPI8",0.285714285714286,0.263736263736264,0.037910982199536,0.037836239334563,0.0116471533319164,0.0112112723174365,0.390582995885382
"NPI9",0.2,0.163636363636364,0.00692868089016425,0.00682822239277991,0.00479420311824743,0.00425576206929758,0.269358012091825
"NPI10",0.439393939393939,0.439393939393939,0.0622100196321851,0.0622100196321851,0.02745592627636,0.02745592627636,0.647225779524352
"NPI11",0.4,0.4,0.0420253045014708,0.0420253045014708,0.0212298868094463,0.0212298868094463,0.48322828735564
"NPI12",0.388888888888889,0.388888888888889,0.0636138078854709,0.0636138078854709,0.0103391772000791,0.0103391772000791,0.456988872187854
"NPI13",0.333333333333333,0.303030303030303,0.0572277101659515,0.0571663060822517,0.0157182590444669,0.0152695581703421,0.461968763309603
"NPI14",0.282051282051282,0.256410256410256,0.0271311261662065,0.027045198976231,0.0087667109677566,0.00840332930575667,0.347691697812695
"NPI15",0.325,0.325,0.0207693229136285,0.0207693229136285,0.015480157621369,0.015480157621369,0.417400265981429
"hs_1",0.347826086956522,0.347826086956522,0.0218979620474293,0.0218979620474293,0.0117262807685405,0.0117262807685405,0.380372498774731
"h_2",0.307359307359307,0.307359307359307,0.0214198710182884,0.0214198710182884,0.0129758883659666,0.0129758883659666,0.361001493650757
"h_3",0.367647058823529,0.367647058823529,0.0288266559126211,0.0288266559126211,0.0168757378812786,0.0168757378812786,0.446823459814007
"h_4",0.204678362573099,0.204678362573099,0.00703810450681727,0.00703810450681727,0.00626579790697354,0.00626579790697354,0.191831435191042
"h_5",0.344202898550725,0.344202898550725,0.0156000140354505,0.0156000140354505,0.0128516281170312,0.0128516281170312,0.367724521096025
"h_6",0.264705882352941,0.264705882352941,0.0173953708434992,0.0173953708434992,0.0106214100483962,0.0106214100483962,0.279920928654857
"h_7",0.345588235294118,0.345588235294118,0.0333698648219664,0.0333698648219664,0.0153216724157091,0.0153216724157091,0.417288008997055
"h_8",0.257142857142857,0.238095238095238,0.0214936707339585,0.0214893911529543,0.0115840933378604,0.0114408716709355,0.318830713159286
"h_9",0.158333333333333,0.158333333333333,0.0293511246712373,0.0293511246712373,0.00653373311318145,0.00653373311318145,0.178673083605658
"h_10",0.16551724137931,0.16551724137931,0.00621532638158873,0.00621532638158873,0.0043758899920343,0.0043758899920343,0.167137602329841
"MrI_1",0.175438596491228,0.175438596491228,0.00635296637579423,0.00635296637579423,0.00619500860724992,0.00619500860724992,0.181737529768516
"MI_2",0.2,0.2,0.0333278387180361,0.0333278387180361,0.00775918578624016,0.00775918578624016,0.247107532486265
"MI_3",0.277777777777778,0.277777777777778,0.012069954925271,0.012069954925271,0.00905203553864889,0.00905203553864889,0.292450519794448
"MI_4",0.225,0.225,0.0390948932226778,0.0390948932226778,0.00800128473567815,0.00800128473567815,0.238221606400291
"MI_5",0.333333333333333,0.333333333333333,0.0270161053529007,0.0270161053529007,0.0180969908829009,0.0180969908829009,0.363920091935645
"MI_6",0.176470588235294,0.163398692810458,0.0213773059423627,0.0213395159719916,0.00768820047336865,0.00742895098109632,0.18945284463853
"MI_7",0.257142857142857,0.257142857142857,0.0240813069352555,0.0240813069352555,0.0105956436079427,0.0105956436079427,0.295041846748365
"MI_8",0.294871794871795,0.294871794871795,0.0362307002641514,0.0362307002641514,0.0161716522919319,0.0161716522919319,0.3078265431459
"MI_9",0.210526315789474,0.198830409356725,0.021850516700184,0.021836012494289,0.00903617358157651,0.00886836611056658,0.285105992102015
"MI_10",0.276190476190476,0.276190476190476,0.0267479902070431,0.0267479902070431,0.0124218360466324,0.0124218360466324,0.320266136826224
"mSI_1",0.3,0.3,0.0501331866762426,0.0501331866762426,0.0138194608343338,0.0138194608343338,0.326930791275471
"mSI_2",0.714285714285714,0.714285714285714,0.100254885184019,0.100254885184019,0.0671007613794186,0.0671007613794186,0.77801622023942
"mSI_3",0.257309941520468,0.257309941520468,0.0421993207377439,0.0421993207377439,0.0146402524411899,0.0146402524411899,0.342069664186197
"mSI_4",0.535714285714286,0.535714285714286,0.0754181799608419,0.0754181799608419,0.0531381528067639,0.0531381528067639,0.583202090920983
"mSI_5",0.252380952380952,0.252380952380952,0.0433563117428556,0.0433563117428556,0.0124507184976291,0.0124507184976291,0.335453955821237
"mSI_6",0.247619047619048,0.247619047619048,0.0355527374915837,0.0355527374915837,0.0154987650423731,0.0154987650423731,0.309838855307547
"mSI_7",0.315789473684211,0.304093567251462,0.0674164199508255,0.0674163166967258,0.0182638480413273,0.0182284701568706,0.416071566936065
"mSI_8",0.247619047619048,0.247619047619048,0.0400949842861564,0.0400949842861564,0.0115472937907447,0.0115472937907447,0.31018144944072
"mSI_9",0.666666666666667,0.666666666666667,0.0694483602199517,0.0694483602199517,0.0669706993486489,0.0669706993486489,0.659891526427012
"sd_1",0.19047619047619,0.19047619047619,0.0131118318817361,0.0131118318817361,0.00589983569232431,0.00589983569232431,0.234785555790784
"sd_2",0.258461538461538,0.258461538461538,0.0161107279993924,0.0161107279993924,0.00993896977674729,0.00993896977674729,0.280938941764655
"sd_3",0.220779220779221,0.220779220779221,0.0251349586104516,0.0251349586104516,0.00873983614485467,0.00873983614485467,0.251274740054794
"sd_4",0.201058201058201,0.201058201058201,0.00973460585966039,0.00973460585966039,0.00609452388244623,0.00609452388244623,0.229858142400762
"sd_5",0.252380952380952,0.252380952380952,0.0290930466731321,0.0290930466731321,0.0100972654580253,0.0100972654580253,0.314580659642122
"sd_6",0.350769230769231,0.350769230769231,0.0240722315329693,0.0240722315329693,0.0168186172071272,0.0168186172071272,0.368714413385203
"sd_7",0.237154150197628,0.237154150197628,0.0177620184512242,0.0177620184512242,0.0080149363198203,0.0080149363198203,0.233175381670544
"sd_8",0.166153846153846,0.153846153846154,0.0175921373801983,0.0174824132117342,0.00524443974044883,0.00500525563240628,0.203599384315701
"sd_9",0.26,0.26,0.014194195852538,0.014194195852538,0.00872612264857367,0.00872612264857367,0.275901551500799
"sd_10",0.264516129032258,0.264516129032258,0.021223425865416,0.021223425865416,0.0097497670089959,0.0097497670089959,0.314555860879353
"sd_11",0.346153846153846,0.346153846153846,0.0262607025381332,0.0262607025381332,0.0203938259585327,0.0203938259585327,0.393066338471912
"sd_12",0.30718954248366,0.30718954248366,0.0284907410293717,0.0284907410293717,0.01776832799737,0.01776832799737,0.355282445559181
"s_13",0.209486166007905,0.201581027667984,0.0157718039548985,0.0157717251373302,0.00931489769987774,0.00928991507256233,0.239282631297033
"s_14",0.380952380952381,0.380952380952381,0.0338781011871545,0.0338781011871545,0.0191327947300119,0.0191327947300119,0.442303110793579
"s_15",0.242424242424242,0.242424242424242,0.0147960641857969,0.0147960641857969,0.0091629768013429,0.0091629768013429,0.256204366332107
"s_16",0.233618233618234,0.233618233618234,0.012030491269708,0.012030491269708,0.00714361774785604,0.00714361774785604,0.264385998719695
"s_17",0.268398268398268,0.268398268398268,0.0192489012834926,0.0192489012834926,0.0116405820196938,0.0116405820196938,0.282076587388119
"s_18",0.327485380116959,0.327485380116959,0.0206179140220525,0.0206179140220525,0.0141354360757427,0.0141354360757427,0.348565038763845
"s_19",0.276190476190476,0.276190476190476,0.0278886739398252,0.0278886739398252,0.0113165894584523,0.0113165894584523,0.256631424306841
"s_20",0.339181286549708,0.339181286549708,0.0236327496412639,0.0236327496412639,0.0158280861900042,0.0158280861900042,0.408482684607777
"IM_1",0.274853801169591,0.274853801169591,0.025944613847733,0.025944613847733,0.0140256767123733,0.0140256767123733,0.30471467391693
"IM_2",0.236559139784946,0.236559139784946,0.0153842275630383,0.0153842275630383,0.00827506369245513,0.00827506369245513,0.267860051557134
"IM_3",0.329004329004329,0.32034632034632,0.0210542588575542,0.0210541463474418,0.0117431995669111,0.0117158376417561,0.327638052053019
"IM_4",0.294372294372294,0.294372294372294,0.0172505087899445,0.0172505087899445,0.0116574769225138,0.0116574769225138,0.333904084688426
"IM_5",0.264957264957265,0.259259259259259,0.0292638531299314,0.0292623188475185,0.0113326809114159,0.0112898368230196,0.32745907072739
"IM_6",0.245014245014245,0.245014245014245,0.0173255518025773,0.0173255518025773,0.00742026530902926,0.00742026530902926,0.301365725666126
"IM_7",0.25296442687747,0.245059288537549,0.0213677796743819,0.0213676679683721,0.0114021521328243,0.0113771695055089,0.293749033299384
"IM_8",0.243333333333333,0.243333333333333,0.0114592292836631,0.0114592292836631,0.0073071456892773,0.0073071456892773,0.258365160936773
"IM_9",0.307359307359307,0.307359307359307,0.0224793514464368,0.0224793514464368,0.0114916237351003,0.0114916237351003,0.316539867246976
"IM_10",0.318681318681319,0.318681318681319,0.0154210053890988,0.0154210053890988,0.0109008906862668,0.0109008906862668,0.384794721450904
"IM_11",0.241830065359477,0.241830065359477,0.0159482135188474,0.0159482135188474,0.00716720087624052,0.00716720087624052,0.262591652814727
"IM_12",0.361904761904762,0.361904761904762,0.0283528978188631,0.0283528978188631,0.0204363557341168,0.0204363557341168,0.429319466525118
"IM_13",0.238095238095238,0.238095238095238,0.0224127247309476,0.0224127247309476,0.00844539650170743,0.00844539650170743,0.257795523856221
"IM_14",0.292397660818713,0.292397660818713,0.0320948598325431,0.0320948598325431,0.013221688854343,0.013221688854343,0.344790822275199
"IM_15",0.27,0.27,0.016686767362725,0.016686767362725,0.0109233371199289,0.0109233371199289,0.310096405379988
"IM_16",0.441666666666667,0.441666666666667,0.0245163244834852,0.0245163244834852,0.0232240195920143,0.0232240195920143,0.518855919116367
"IM_17",0.327485380116959,0.327485380116959,0.0250591451397818,0.0250591451397818,0.0136394313728149,0.0136394313728149,0.372067302806611
"IM_18",0.342857142857143,0.342857142857143,0.0201983986348605,0.0201983986348605,0.01073485127233,0.01073485127233,0.339551730717228
"IM_19",0.374269005847953,0.374269005847953,0.0288145855340544,0.0288145855340544,0.0187312312368907,0.0187312312368907,0.424834482964097
"IM_20",0.362573099415205,0.362573099415205,0.026888848901985,0.026888848901985,0.0174116660150304,0.0174116660150304,0.403114299140995
"Abl",0.237154150197628,0.237154150197628,0.0273453912665349,0.0273453912665349,0.0106398627739999,0.0106398627739999,0.265144688243269
"Phy",0.279411764705882,0.279411764705882,0.037907606848638,0.037907606848638,0.0140458253981246,0.0140458253981246,0.340687200391799
"Mtr",0.294117647058824,0.279411764705882,0.0379505639269397,0.0379373707778769,0.0126396576099981,0.0124312475391452,0.348708053198303
"Scl",0.252631578947368,0.252631578947368,0.0225381916704115,0.0225381916704115,0.0122155205139392,0.0122155205139392,0.272296381697939
"Mrl",0.193732193732194,0.188034188034188,0.0194324562723055,0.0194323288224882,0.00606888739300876,0.00605165201340165,0.210349352036022
"SES2",0.257142857142857,0.257142857142857,0.0196605732276686,0.0196605732276686,0.00956318655667538,0.00956318655667538,0.302032751435298
"SES1",0.418181818181818,0.418181818181818,0.0229718852078418,0.0229718852078418,0.0133590672765132,0.0133590672765132,0.38304651830374
"a_I",0.266666666666667,0.266666666666667,0.0117512871541738,0.0117512871541738,0.0104899209540925,0.0104899209540925,0.255962701450143
"m_I",0.285714285714286,0.19047619047619,0.0219753657768348,0.020972606233482,0.00859898703246352,0.00643643547577837,0.218998929732545
"ablty_ALT_rt_v",0,0,0,0,0,0,0
"mrl_ALT_rt_v",0.166666666666667,0.166666666666667,0.000458967108746639,0.000458967108746639,0.00753926770233272,0.00753926770233272,0.164848896254929
"ablty_ALT_rt_r",0.133333333333333,0.0888888888888889,0.000668851525935399,0.000595492314524907,0.00413408608392826,0.00312489535747519,0.133642269571795
"mrl_ALT_rt_r",0.163636363636364,0.127272727272727,0.000448224985731484,0.000448020877348221,0.00264751763807535,0.00253752457912813,0.0647103078709526
"a_S",0.223809523809524,0.223809523809524,0.00688818075924173,0.00688818075924173,0.0060871529764343,0.0060871529764343,0.203968227255641
"m_S",0.111111111111111,0.111111111111111,0.00582714234994469,0.00582714234994469,0.00406062409104066,0.00406062409104066,0.297604944197677
"ablty_ALT_d_v",0.166666666666667,0.166666666666667,1.22058699537046e-05,1.22058699537046e-05,0.00200550922382735,0.00200550922382735,0.125343914330968
"mrl_ALT_d_v",0,0,0,0,0,0,0
"ablty_ALT_d_r",0.142857142857143,0.142857142857143,0.000388207250015615,0.000388207250015615,0.0038269234260992,0.0038269234260992,0.200432228427597
"mrl_ALT_d_r",0.142857142857143,0.142857142857143,3.55328490973766e-05,3.55328490973766e-05,0.00174878759990005,0.00174878759990005,0.0178913881795303
