"","from","to","edgebetweenness"
"6366","NPI1","MorIden_6",0
"6367","NPI1","MorIden_7",0
"6368","NPI1","MorIden_8",0
"6369","NPI1","MorIden_9",0
"6370","NPI1","MorIden_10",0
"6371","NPI1","moralSeImag_1",0
"6372","NPI1","moralSeImag_2",0
"6373","selfclarity_4","ability_SRET_EW",0
"6374","NPI1","moralSeImag_3",0
"6375","NPI1","moralSeImag_4",0
"6376","NPI1","moralSeImag_5",0
"6377","NPI1","moralSeImag_6",0
"6378","NPI1","moralSeImag_7",0
"6379","NPI1","moralSeImag_8",0
"6380","NPI1","moralSeImag_9",0
"6381","NPI1","sde_1",0
"6382","NPI1","sde_2",0
"6383","NPI1","sde_3",0
"6384","selfclarity_4","moral_SRET_EW",0
"6385","NPI1","sde_4",0
"6386","NPI1","sde_5",0
"6387","NPI1","sde_6",0
"6388","NPI1","sde_7",0
"6389","NPI1","sde_8",0
"6390","NPI1","sde_9",0
"6391","NPI1","sde_10",0
"6392","NPI1","sde_11",0
"6393","NPI1","sde_12",0
"6394","NPI1","sde_13",0
"6395","selfclarity_4","ability_ALT_d_val",0
"6396","NPI1","sde_14",0
"6397","NPI1","sde_15",0
"6398","NPI1","sde_16",0
"6399","NPI1","sde_17",0
"6400","NPI1","sde_18",0
"6401","NPI1","sde_19",0
"6402","NPI1","sde_20",0
"6403","NPI1","IM_1",0
"6404","NPI1","IM_2",0
"6405","NPI1","IM_3",0
"6406","selfclarity_4","moral_ALT_d_val",0
"6407","NPI1","IM_4",0
"6408","NPI1","IM_5",0
"6409","NPI1","IM_6",0
"6410","NPI1","IM_7",0
"6411","NPI1","IM_8",0
"6412","NPI1","IM_9",0
"6413","NPI1","IM_10",0
"6414","NPI1","IM_11",0
"6415","NPI1","IM_12",0
"6416","NPI1","IM_13",0
"6417","selfclarity_4","ability_ALT_d_ref",0
"6418","NPI1","IM_14",0
"6419","NPI1","IM_15",0
"6420","NPI1","IM_16",0
"6421","NPI1","IM_17",0
"6422","NPI1","IM_18",0
"6423","NPI1","IM_19",0
"6424","NPI1","IM_20",0
"6425","NPI1","Ability",0
"6426","NPI1","Physical",0
"6427","NPI1","Material",0
"6428","selfclarity_4","moral_ALT_d_ref",0
"6429","NPI1","Social",0
"6430","NPI1","Moral",0
"6431","NPI1","SES2",0
"6432","NPI1","SES1",0
"6433","NPI1","ability_IAT",0
"6434","NPI1","moral_IAT",0
"6435","NPI1","ability_ALT_rt_val",0
"6436","NPI1","moral_ALT_rt_val",0
"6437","NPI1","ability_ALT_rt_ref",0
"6438","NPI1","moral_ALT_rt_ref",0
"6439","selfclarity_5","selfclarity_6",0
"6440","NPI1","ability_SRET_EW",0
"6441","NPI1","moral_SRET_EW",0
"6442","NPI1","ability_ALT_d_val",0
"6443","NPI1","moral_ALT_d_val",0
"6444","NPI1","ability_ALT_d_ref",0
"6445","NPI1","moral_ALT_d_ref",0
"6449","NPI2","NPI6",0
"6451","NPI2","NPI7",0
"6452","NPI2","NPI8",0
"6453","NPI2","NPI9",0
"6456","NPI2","NPI12",0
"6457","NPI2","NPI13",0
"6458","NPI2","NPI14",0
"6459","NPI2","NPI15",0
"6460","NPI2","hsns_1",0
"6461","selfclarity_5","selfclarity_8",0
"6462","NPI2","hsns_2",0
"6463","NPI2","hsns_3",0
"6464","NPI2","hsns_4",0
"6465","NPI2","hsns_5",0
"6466","NPI2","hsns_6",0
"6467","NPI2","hsns_7",0
"6468","NPI2","hsns_8",0
"6469","NPI2","hsns_9",0
"6470","NPI2","hsns_10",0
"6471","NPI2","MorIden_1",0
"6472","selfclarity_1","NPI14",0
"6473","selfclarity_5","selfclarity_9",0
"6474","NPI2","MorIden_2",0
"6475","NPI2","MorIden_3",0
"6476","NPI2","MorIden_4",0
"6477","NPI2","MorIden_5",0
"6478","NPI2","MorIden_6",0
"6479","NPI2","MorIden_7",0
"6480","NPI2","MorIden_8",0
"6481","NPI2","MorIden_9",0
"6482","NPI2","MorIden_10",0
"6483","NPI2","moralSeImag_1",0
"6484","selfclarity_5","selfclarity_10",0
"6485","NPI2","moralSeImag_2",0
"6486","NPI2","moralSeImag_3",0
"6487","NPI2","moralSeImag_4",0
"6488","NPI2","moralSeImag_5",0
"6489","NPI2","moralSeImag_6",0
"6490","NPI2","moralSeImag_7",0
"6491","NPI2","moralSeImag_8",0
"6492","NPI2","moralSeImag_9",0
"6493","NPI2","sde_1",0
"6494","NPI2","sde_2",0
"6495","selfclarity_5","selfclarity_11",0
"6496","NPI2","sde_3",0
"6497","NPI2","sde_4",0
"6498","NPI2","sde_5",0
"6499","NPI2","sde_6",0
"6500","NPI2","sde_7",0
"6501","NPI2","sde_8",0
"6502","NPI2","sde_9",0
"6503","NPI2","sde_10",0
"6504","NPI2","sde_11",0
"6505","NPI2","sde_12",0
"6507","NPI2","sde_13",0
"6508","NPI2","sde_14",0
"6509","NPI2","sde_15",0
"6510","NPI2","sde_16",0
"6511","NPI2","sde_17",0
"6512","NPI2","sde_18",0
"6513","NPI2","sde_19",0
"6514","NPI2","sde_20",0
"6515","NPI2","IM_1",0
"6516","NPI2","IM_2",0
"6517","selfclarity_5","LOT_1",0
"6518","NPI2","IM_3",0
"6519","NPI2","IM_4",0
"6520","NPI2","IM_5",0
"6521","NPI2","IM_6",0
"6522","NPI2","IM_7",0
"6523","NPI2","IM_8",0
"6524","NPI2","IM_9",0
"6525","NPI2","IM_10",0
"6526","NPI2","IM_11",0
"6527","NPI2","IM_12",0
"6528","selfclarity_5","LOT_2",0
"6529","NPI2","IM_13",0
"6530","NPI2","IM_14",0
"6531","NPI2","IM_15",0
"6532","NPI2","IM_16",0
"6533","NPI2","IM_17",0
"6534","NPI2","IM_18",0
"6535","NPI2","IM_19",0
"6536","NPI2","IM_20",0
"6537","NPI2","Ability",0
"6538","NPI2","Physical",0
"6539","selfclarity_5","LOT_3",0
"6540","NPI2","Material",0
"6541","NPI2","Social",0
"6542","NPI2","Moral",0
"6543","NPI2","SES2",0
"6544","NPI2","SES1",0
"6545","NPI2","ability_IAT",0
"6546","NPI2","moral_IAT",0
"6547","NPI2","ability_ALT_rt_val",0
"6548","NPI2","moral_ALT_rt_val",0
"6549","NPI2","ability_ALT_rt_ref",0
"6550","selfclarity_5","LOT_4",0
"6551","NPI2","moral_ALT_rt_ref",0
"6552","NPI2","ability_SRET_EW",0
"6553","NPI2","moral_SRET_EW",0
"6554","NPI2","ability_ALT_d_val",0
"6555","NPI2","moral_ALT_d_val",0
"6556","NPI2","ability_ALT_d_ref",0
"6557","NPI2","moral_ALT_d_ref",0
"6559","NPI3","NPI5",0
"6560","NPI3","NPI6",0
"6561","selfclarity_5","LOT_5",0
"6562","NPI3","NPI7",0
"6563","NPI3","NPI8",0
"6564","NPI3","NPI9",0
"6565","NPI3","NPI10",0
"6566","NPI3","NPI11",0
"6567","NPI3","NPI12",0
"6568","NPI3","NPI13",0
"6569","NPI3","NPI14",0
"6571","NPI3","hsns_1",0
"6572","selfclarity_5","LOT_6",0
"6573","NPI3","hsns_2",0
"6574","NPI3","hsns_3",0
"6575","NPI3","hsns_4",0
"6576","NPI3","hsns_5",0
"6578","NPI3","hsns_7",0
"6579","NPI3","hsns_8",0
"6581","NPI3","hsns_10",0
"6582","NPI3","MorIden_1",0
"6583","selfclarity_1","selfclarity_7",0
"6584","selfclarity_1","NPI15",0
"6585","selfclarity_5","IPC_1",0
"6586","NPI3","MorIden_2",0
"6587","NPI3","MorIden_3",0
"6588","NPI3","MorIden_4",0
"6589","NPI3","MorIden_5",0
"6590","NPI3","MorIden_6",0
"6591","NPI3","MorIden_7",0
"6592","NPI3","MorIden_8",0
"6593","NPI3","MorIden_9",0
"6594","NPI3","MorIden_10",0
"6595","NPI3","moralSeImag_1",0
"6596","selfclarity_5","IPC_2",0
"6597","NPI3","moralSeImag_2",0
"6598","NPI3","moralSeImag_3",0
"6599","NPI3","moralSeImag_4",0
"6600","NPI3","moralSeImag_5",0
"6601","NPI3","moralSeImag_6",0
"6602","NPI3","moralSeImag_7",0
"6603","NPI3","moralSeImag_8",0
"6604","NPI3","moralSeImag_9",0
"6605","NPI3","sde_1",0
"6606","NPI3","sde_2",0
"6607","selfclarity_5","IPC_3",0
"6608","NPI3","sde_3",0
"6609","NPI3","sde_4",0
"6610","NPI3","sde_5",0
"6611","NPI3","sde_6",0
"6612","NPI3","sde_7",0
"6613","NPI3","sde_8",0
"6614","NPI3","sde_9",0
"6615","NPI3","sde_10",0
"6616","NPI3","sde_11",0
"6617","NPI3","sde_12",0
"6618","selfclarity_5","IPC_4",0
"6619","NPI3","sde_13",0
"6620","NPI3","sde_14",0
"6621","NPI3","sde_15",0
"6622","NPI3","sde_16",0
"6623","NPI3","sde_17",0
"6624","NPI3","sde_18",0
"6625","NPI3","sde_19",0
"6626","NPI3","sde_20",0
"6627","NPI3","IM_1",0
"6628","NPI3","IM_2",0
"6629","selfclarity_5","IPC_5",0
"6630","NPI3","IM_3",0
"6631","NPI3","IM_4",0
"6632","NPI3","IM_5",0
"6633","NPI3","IM_6",0
"6634","NPI3","IM_7",0
"6635","NPI3","IM_8",0
"6636","NPI3","IM_9",0
"6637","NPI3","IM_10",0
"6638","NPI3","IM_11",0
"6639","NPI3","IM_12",0
"6640","selfclarity_5","IPC_6",0
"6641","NPI3","IM_13",0
"6642","NPI3","IM_14",0
"6644","NPI3","IM_16",0
"6645","NPI3","IM_17",0
"6646","NPI3","IM_18",0
"6647","NPI3","IM_19",0
"6648","NPI3","IM_20",0
"6649","NPI3","Ability",0
"6650","NPI3","Physical",0
"6651","selfclarity_5","IPC_7",0
"6652","NPI3","Material",0
"6653","NPI3","Social",0
"6654","NPI3","Moral",0
"6655","NPI3","SES2",0
"6656","NPI3","SES1",0
"6657","NPI3","ability_IAT",0
"6658","NPI3","moral_IAT",0
"6659","NPI3","ability_ALT_rt_val",0
"6660","NPI3","moral_ALT_rt_val",0
"6661","NPI3","ability_ALT_rt_ref",0
"6662","selfclarity_5","IPC_8",0
"6663","NPI3","moral_ALT_rt_ref",0
"6664","NPI3","ability_SRET_EW",0
"6665","NPI3","moral_SRET_EW",0
"6666","NPI3","ability_ALT_d_val",0
"6667","NPI3","moral_ALT_d_val",0
"6668","NPI3","ability_ALT_d_ref",0
"6669","NPI3","moral_ALT_d_ref",0
"6670","NPI4","NPI5",0
"6672","NPI4","NPI7",0
"6673","selfclarity_5","ses_1",0
"6674","NPI4","NPI8",0
"6675","NPI4","NPI9",0
"6676","NPI4","NPI10",0
"6678","NPI4","NPI12",0
"6679","NPI4","NPI13",0
"6680","NPI4","NPI14",0
"6681","NPI4","NPI15",0
"6682","NPI4","hsns_1",0
"6683","NPI4","hsns_2",0
"6684","selfclarity_5","ses_2",0
"6685","NPI4","hsns_3",0
"6686","NPI4","hsns_4",0
"6687","NPI4","hsns_5",0
"6688","NPI4","hsns_6",0
"6689","NPI4","hsns_7",0
"6690","NPI4","hsns_8",0
"6691","NPI4","hsns_9",0
"6692","NPI4","hsns_10",0
"6693","NPI4","MorIden_1",0
"6694","NPI4","MorIden_2",0
"6695","selfclarity_1","hsns_1",0
"6696","selfclarity_5","ses_3",0
"6697","NPI4","MorIden_3",0
"6698","NPI4","MorIden_4",0
"6699","NPI4","MorIden_5",0
"6700","NPI4","MorIden_6",0
"6701","NPI4","MorIden_7",0
"6702","NPI4","MorIden_8",0
"6703","NPI4","MorIden_9",0
"6704","NPI4","MorIden_10",0
"6705","NPI4","moralSeImag_1",0
"6706","NPI4","moralSeImag_2",0
"6707","selfclarity_5","ses_4",0
"6708","NPI4","moralSeImag_3",0
"6709","NPI4","moralSeImag_4",0
"6710","NPI4","moralSeImag_5",0
"6711","NPI4","moralSeImag_6",0
"6712","NPI4","moralSeImag_7",0
"6713","NPI4","moralSeImag_8",0
"6714","NPI4","moralSeImag_9",0
"6715","NPI4","sde_1",0
"6716","NPI4","sde_2",0
"6717","NPI4","sde_3",0
"6718","selfclarity_5","ses_5",0
"6719","NPI4","sde_4",0
"6720","NPI4","sde_5",0
"6721","NPI4","sde_6",0
"6722","NPI4","sde_7",0
"6723","NPI4","sde_8",0
"6724","NPI4","sde_9",0
"6725","NPI4","sde_10",0
"6726","NPI4","sde_11",0
"6727","NPI4","sde_12",0
"6728","NPI4","sde_13",0
"6729","selfclarity_5","ses_6",0
"6730","NPI4","sde_14",0
"6731","NPI4","sde_15",0
"6732","NPI4","sde_16",0
"6733","NPI4","sde_17",0
"6734","NPI4","sde_18",0
"6735","NPI4","sde_19",0
"6736","NPI4","sde_20",0
"6737","NPI4","IM_1",0
"6738","NPI4","IM_2",0
"6739","NPI4","IM_3",0
"6740","selfclarity_5","ses_7",0
"6741","NPI4","IM_4",0
"6742","NPI4","IM_5",0
"6743","NPI4","IM_6",0
"6744","NPI4","IM_7",0
"6745","NPI4","IM_8",0
"6746","NPI4","IM_9",0
"6747","NPI4","IM_10",0
"6748","NPI4","IM_11",0
"6749","NPI4","IM_12",0
"6750","NPI4","IM_13",0
"6751","selfclarity_5","ses_8",0
"6752","NPI4","IM_14",0
"6753","NPI4","IM_15",0
"6754","NPI4","IM_16",0
"6755","NPI4","IM_17",0
"6756","NPI4","IM_18",0
"6757","NPI4","IM_19",0
"6758","NPI4","IM_20",0
"6759","NPI4","Ability",0
"6760","NPI4","Physical",0
"6761","NPI4","Material",0
"6762","selfclarity_5","ses_9",0
"6764","NPI4","Moral",0
"6765","NPI4","SES2",0
"6766","NPI4","SES1",0
"6767","NPI4","ability_IAT",0
"6768","NPI4","moral_IAT",0
"6769","NPI4","ability_ALT_rt_val",0
"6770","NPI4","moral_ALT_rt_val",0
"6771","NPI4","ability_ALT_rt_ref",0
"6772","NPI4","moral_ALT_rt_ref",0
"6773","selfclarity_5","ses_10",0
"6774","NPI4","ability_SRET_EW",0
"6775","NPI4","moral_SRET_EW",0
"6776","NPI4","ability_ALT_d_val",0
"6777","NPI4","moral_ALT_d_val",0
"6778","NPI4","ability_ALT_d_ref",0
"6779","NPI4","moral_ALT_d_ref",0
"6781","NPI5","NPI7",0
"6782","NPI5","NPI8",0
"6783","NPI5","NPI9",0
"6784","selfclarity_5","coreself_1",0
"6787","NPI5","NPI12",0
"6788","NPI5","NPI13",0
"6789","NPI5","NPI14",0
"6791","NPI5","hsns_1",0
"6792","NPI5","hsns_2",0
"6793","NPI5","hsns_3",0
"6794","NPI5","hsns_4",0
"6795","selfclarity_5","coreself_2",0
"6796","NPI5","hsns_5",0
"6797","NPI5","hsns_6",0
"6798","NPI5","hsns_7",0
"6799","NPI5","hsns_8",0
"6800","NPI5","hsns_9",0
"6801","NPI5","hsns_10",0
"6802","NPI5","MorIden_1",0
"6803","NPI5","MorIden_2",0
"6804","NPI5","MorIden_3",0
"6805","NPI5","MorIden_4",0
"6806","selfclarity_1","hsns_2",0
"6807","selfclarity_5","coreself_3",0
"6808","NPI5","MorIden_5",0
"6809","NPI5","MorIden_6",0
"6810","NPI5","MorIden_7",0
"6811","NPI5","MorIden_8",0
"6812","NPI5","MorIden_9",0
"6813","NPI5","MorIden_10",0
"6814","NPI5","moralSeImag_1",0
"6815","NPI5","moralSeImag_2",0
"6816","NPI5","moralSeImag_3",0
"6817","NPI5","moralSeImag_4",0
"6818","selfclarity_5","coreself_4",0
"6819","NPI5","moralSeImag_5",0
"6820","NPI5","moralSeImag_6",0
"6821","NPI5","moralSeImag_7",0
"6822","NPI5","moralSeImag_8",0
"6823","NPI5","moralSeImag_9",0
"6824","NPI5","sde_1",0
"6825","NPI5","sde_2",0
"6826","NPI5","sde_3",0
"6827","NPI5","sde_4",0
"6828","NPI5","sde_5",0
"6829","selfclarity_5","coreself_5",0
"6830","NPI5","sde_6",0
"6831","NPI5","sde_7",0
"6832","NPI5","sde_8",0
"6833","NPI5","sde_9",0
"6834","NPI5","sde_10",0
"6835","NPI5","sde_11",0
"6836","NPI5","sde_12",0
"6837","NPI5","sde_13",0
"6838","NPI5","sde_14",0
"6839","NPI5","sde_15",0
"6840","selfclarity_5","coreself_6",0
"6841","NPI5","sde_16",0
"6842","NPI5","sde_17",0
"6843","NPI5","sde_18",0
"6844","NPI5","sde_19",0
"6845","NPI5","sde_20",0
"6846","NPI5","IM_1",0
"6847","NPI5","IM_2",0
"6848","NPI5","IM_3",0
"6849","NPI5","IM_4",0
"6850","NPI5","IM_5",0
"6851","selfclarity_5","coreself_7",0
"6852","NPI5","IM_6",0
"6853","NPI5","IM_7",0
"6854","NPI5","IM_8",0
"6855","NPI5","IM_9",0
"6856","NPI5","IM_10",0
"6857","NPI5","IM_11",0
"6858","NPI5","IM_12",0
"6859","NPI5","IM_13",0
"6860","NPI5","IM_14",0
"6861","NPI5","IM_15",0
"6862","selfclarity_5","coreself_8",0
"6863","NPI5","IM_16",0
"6864","NPI5","IM_17",0
"6865","NPI5","IM_18",0
"6866","NPI5","IM_19",0
"6867","NPI5","IM_20",0
"6868","NPI5","Ability",0
"6869","NPI5","Physical",0
"6870","NPI5","Material",0
"6871","NPI5","Social",0
"6872","NPI5","Moral",0
"6873","selfclarity_5","coreself_9",0
"6874","NPI5","SES2",0
"6875","NPI5","SES1",0
"6876","NPI5","ability_IAT",0
"6877","NPI5","moral_IAT",0
"6878","NPI5","ability_ALT_rt_val",0
"6879","NPI5","moral_ALT_rt_val",0
"6880","NPI5","ability_ALT_rt_ref",0
"6881","NPI5","moral_ALT_rt_ref",0
"6882","NPI5","ability_SRET_EW",0
"6883","NPI5","moral_SRET_EW",0
"6884","selfclarity_5","coreself_10",0
"6885","NPI5","ability_ALT_d_val",0
"6886","NPI5","moral_ALT_d_val",0
"6887","NPI5","ability_ALT_d_ref",0
"6888","NPI5","moral_ALT_d_ref",0
"6889","NPI6","NPI7",0
"6890","NPI6","NPI8",0
"6891","NPI6","NPI9",0
"6893","NPI6","NPI11",0
"6894","NPI6","NPI12",0
"6895","selfclarity_5","NPI1",0
"6896","NPI6","NPI13",0
"6897","NPI6","NPI14",0
"6899","NPI6","hsns_1",0
"6900","NPI6","hsns_2",0
"6901","NPI6","hsns_3",0
"6903","NPI6","hsns_5",0
"6904","NPI6","hsns_6",0
"6905","NPI6","hsns_7",0
"6906","selfclarity_5","NPI2",0
"6907","NPI6","hsns_8",0
"6908","NPI6","hsns_9",0
"6909","NPI6","hsns_10",0
"6910","NPI6","MorIden_1",0
"6911","NPI6","MorIden_2",0
"6912","NPI6","MorIden_3",0
"6913","NPI6","MorIden_4",0
"6914","NPI6","MorIden_5",0
"6915","NPI6","MorIden_6",0
"6916","NPI6","MorIden_7",0
"6917","selfclarity_1","hsns_3",0
"6918","selfclarity_5","NPI3",0
"6919","NPI6","MorIden_8",0
"6920","NPI6","MorIden_9",0
"6921","NPI6","MorIden_10",0
"6922","NPI6","moralSeImag_1",0
"6923","NPI6","moralSeImag_2",0
"6924","NPI6","moralSeImag_3",0
"6925","NPI6","moralSeImag_4",0
"6926","NPI6","moralSeImag_5",0
"6927","NPI6","moralSeImag_6",0
"6928","NPI6","moralSeImag_7",0
"6929","selfclarity_5","NPI4",0
"6930","NPI6","moralSeImag_8",0
"6931","NPI6","moralSeImag_9",0
"6932","NPI6","sde_1",0
"6933","NPI6","sde_2",0
"6935","NPI6","sde_4",0
"6936","NPI6","sde_5",0
"6937","NPI6","sde_6",0
"6938","NPI6","sde_7",0
"6939","NPI6","sde_8",0
"6940","selfclarity_5","NPI5",0
"6941","NPI6","sde_9",0
"6942","NPI6","sde_10",0
"6943","NPI6","sde_11",0
"6944","NPI6","sde_12",0
"6945","NPI6","sde_13",0
"6946","NPI6","sde_14",0
"6947","NPI6","sde_15",0
"6948","NPI6","sde_16",0
"6949","NPI6","sde_17",0
"6950","NPI6","sde_18",0
"6951","selfclarity_5","NPI6",0
"6952","NPI6","sde_19",0
"6953","NPI6","sde_20",0
"6954","NPI6","IM_1",0
"6955","NPI6","IM_2",0
"6957","NPI6","IM_4",0
"6958","NPI6","IM_5",0
"6959","NPI6","IM_6",0
"6960","NPI6","IM_7",0
"6961","NPI6","IM_8",0
"6962","selfclarity_5","NPI7",0
"6963","NPI6","IM_9",0
"6964","NPI6","IM_10",0
"6965","NPI6","IM_11",0
"6966","NPI6","IM_12",0
"6967","NPI6","IM_13",0
"6968","NPI6","IM_14",0
"6969","NPI6","IM_15",0
"6970","NPI6","IM_16",0
"6972","NPI6","IM_18",0
"6974","NPI6","IM_19",0
"6975","NPI6","IM_20",0
"6976","NPI6","Ability",0
"6977","NPI6","Physical",0
"6978","NPI6","Material",0
"6979","NPI6","Social",0
"6980","NPI6","Moral",0
"6981","NPI6","SES2",0
"6982","NPI6","SES1",0
"6983","NPI6","ability_IAT",0
"6984","selfclarity_5","NPI9",0
"6985","NPI6","moral_IAT",0
"6986","NPI6","ability_ALT_rt_val",0
"6987","NPI6","moral_ALT_rt_val",0
"6988","NPI6","ability_ALT_rt_ref",0
"6989","NPI6","moral_ALT_rt_ref",0
"6990","NPI6","ability_SRET_EW",0
"6991","NPI6","moral_SRET_EW",0
"6992","NPI6","ability_ALT_d_val",0
"6993","NPI6","moral_ALT_d_val",0
"6994","NPI6","ability_ALT_d_ref",0
"6995","selfclarity_5","NPI10",0
"6996","NPI6","moral_ALT_d_ref",0
"6997","NPI7","NPI8",0
"6998","NPI7","NPI9",0
"6999","NPI7","NPI10",0
"7000","NPI7","NPI11",0
"7001","NPI7","NPI12",0
"7002","NPI7","NPI13",0
"7003","NPI7","NPI14",0
"7004","NPI7","NPI15",0
"7005","NPI7","hsns_1",0
"7006","selfclarity_5","NPI11",0
"7008","NPI7","hsns_3",0
"7009","NPI7","hsns_4",0
"7010","NPI7","hsns_5",0
"7011","NPI7","hsns_6",0
"7012","NPI7","hsns_7",0
"7013","NPI7","hsns_8",0
"7014","NPI7","hsns_9",0
"7015","NPI7","hsns_10",0
"7016","NPI7","MorIden_1",0
"7017","selfclarity_5","NPI12",0
"7018","NPI7","MorIden_2",0
"7019","NPI7","MorIden_3",0
"7020","NPI7","MorIden_4",0
"7021","NPI7","MorIden_5",0
"7022","NPI7","MorIden_6",0
"7023","NPI7","MorIden_7",0
"7024","NPI7","MorIden_8",0
"7025","NPI7","MorIden_9",0
"7026","NPI7","MorIden_10",0
"7027","NPI7","moralSeImag_1",0
"7028","selfclarity_1","hsns_4",0
"7029","selfclarity_5","NPI13",0
"7030","NPI7","moralSeImag_2",0
"7031","NPI7","moralSeImag_3",0
"7032","NPI7","moralSeImag_4",0
"7033","NPI7","moralSeImag_5",0
"7034","NPI7","moralSeImag_6",0
"7035","NPI7","moralSeImag_7",0
"7036","NPI7","moralSeImag_8",0
"7037","NPI7","moralSeImag_9",0
"7038","NPI7","sde_1",0
"7039","NPI7","sde_2",0
"7040","selfclarity_5","NPI14",0
"7041","NPI7","sde_3",0
"7042","NPI7","sde_4",0
"7043","NPI7","sde_5",0
"7044","NPI7","sde_6",0
"7045","NPI7","sde_7",0
"7047","NPI7","sde_9",0
"7048","NPI7","sde_10",0
"7049","NPI7","sde_11",0
"7050","NPI7","sde_12",0
"7051","selfclarity_5","NPI15",0
"7052","NPI7","sde_13",0
"7053","NPI7","sde_14",0
"7055","NPI7","sde_16",0
"7056","NPI7","sde_17",0
"7057","NPI7","sde_18",0
"7058","NPI7","sde_19",0
"7060","NPI7","IM_1",0
"7061","NPI7","IM_2",0
"7062","selfclarity_5","hsns_1",0
"7063","NPI7","IM_3",0
"7064","NPI7","IM_4",0
"7065","NPI7","IM_5",0
"7066","NPI7","IM_6",0
"7067","NPI7","IM_7",0
"7068","NPI7","IM_8",0
"7069","NPI7","IM_9",0
"7070","NPI7","IM_10",0
"7071","NPI7","IM_11",0
"7072","NPI7","IM_12",0
"7073","selfclarity_5","hsns_2",0
"7074","NPI7","IM_13",0
"7075","NPI7","IM_14",0
"7076","NPI7","IM_15",0
"7077","NPI7","IM_16",0
"7078","NPI7","IM_17",0
"7079","NPI7","IM_18",0
"7080","NPI7","IM_19",0
"7081","NPI7","IM_20",0
"7083","NPI7","Physical",0
"7084","selfclarity_5","hsns_3",0
"7085","NPI7","Material",0
"7086","NPI7","Social",0
"7087","NPI7","Moral",0
"7088","NPI7","SES2",0
"7090","NPI7","ability_IAT",0
"7091","NPI7","moral_IAT",0
"7092","NPI7","ability_ALT_rt_val",0
"7093","NPI7","moral_ALT_rt_val",0
"7094","NPI7","ability_ALT_rt_ref",0
"7095","selfclarity_5","hsns_4",0
"7096","NPI7","moral_ALT_rt_ref",0
"7097","NPI7","ability_SRET_EW",0
"7098","NPI7","moral_SRET_EW",0
"7099","NPI7","ability_ALT_d_val",0
"7100","NPI7","moral_ALT_d_val",0
"7101","NPI7","ability_ALT_d_ref",0
"7102","NPI7","moral_ALT_d_ref",0
"7103","NPI8","NPI9",0
"7104","NPI8","NPI10",0
"7106","selfclarity_5","hsns_5",0
"7107","NPI8","NPI12",0
"7109","NPI8","NPI14",0
"7110","NPI8","NPI15",0
"7111","NPI8","hsns_1",0
"7112","NPI8","hsns_2",0
"7113","NPI8","hsns_3",0
"7114","NPI8","hsns_4",0
"7115","NPI8","hsns_5",0
"7116","NPI8","hsns_6",0
"7117","selfclarity_5","hsns_6",0
"7118","NPI8","hsns_7",0
"7119","NPI8","hsns_8",0
"7120","NPI8","hsns_9",0
"7121","NPI8","hsns_10",0
"7122","NPI8","MorIden_1",0
"7123","NPI8","MorIden_2",0
"7124","NPI8","MorIden_3",0
"7125","NPI8","MorIden_4",0
"7126","NPI8","MorIden_5",0
"7127","NPI8","MorIden_6",0
"7128","selfclarity_5","hsns_7",0
"7129","NPI8","MorIden_7",0
"7130","NPI8","MorIden_8",0
"7131","NPI8","MorIden_9",0
"7132","NPI8","MorIden_10",0
"7133","NPI8","moralSeImag_1",0
