"","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","friend_name","Sex","ID"
"11",1058,5,4,5,4,3,4,4,3,4,4,4,1,-1,1,2,1,2,2,1,5,5,5,5,5,4,4,3,4,4,3,5,5,6,4,6,4,7,6,5,6,6,4,6,3,7,2,6,5,3,4,5,4,6,5,5,4,6,5,3,5,3,7,5,7,4,7,5,5,5,6,3,6,4,7,5,6,4,6,"胡","Female","phase_017_subj_91"
"12",649,5,6,6,6,6,4,2,5,4,4,5,2,1,1,2,-2,2,3,3,5,5,5,5,5,4,4,4,5,4,4,4,5,5,4,5,4,5,6,4,5,5,7,6,2,7,3,6,5,6,2,5,7,3,5,5,6,5,7,5,6,3,6,5,6,7,6,7,7,3,7,7,7,7,7,3,7,6,6,"林","Male","phase_017_subj_154"
"13",547,3,2,3,3,3,4,3,4,5,4,5,-2,1,1,3,-3,1,3,2,5,5,5,5,5,4,4,4,5,3,4,6,4,5,3,7,6,5,6,4,7,3,3,4,2,5,1,3,3,2,1,6,2,2,6,5,3,6,3,2,2,2,2,3,7,3,7,6,7,7,3,2,2,3,5,2,6,3,6,"黄","Female","phase_017_subj_136"
"14",192,7,6,7,6,6,4,4,4,4,5,5,2,1,2,1,2,2,3,3,4,5,5,4,4,4,5,4,4,5,6,7,8,6,5,6,5,4,4,5,5,2,5,6,3,4,2,6,3,5,2,4,2,6,5,6,3,6,6,2,3,3,4,2,5,3,6,7,6,3,4,2,2,2,5,2,7,3,6,"李","Male","phase_017_subj_49"
"15",122,4,5,5,4,5,4,3,5,5,5,5,2,-1,1,2,1,2,3,1,4,5,5,5,4,3,3,3,4,3,3,3,5,5,2,3,3,5,4,4,3,5,6,4,3,6,5,5,5,6,5,5,5,7,4,6,5,6,4,5,5,5,6,5,7,3,5,7,7,6,6,7,3,4,7,6,6,3,6,"鄢","Male","phase_017_subj_33"
"16",448,6,7,7,6,6,4,4,5,4,5,4,3,1,2,1,2,2,3,2,4,5,5,5,4,4,5,4,5,4,5,6,5,6,5,6,4,5,5,5,6,2,7,6,3,4,2,7,2,5,2,4,2,6,6,6,3,6,6,2,2,2,5,2,5,3,6,3,5,2,5,3,2,2,5,3,6,2,5,"张","Male","phase_017_subj_108"
"17",538,6,6,7,6,6,4,4,4,5,4,5,3,1,2,2,1,2,2,3,5,4,5,5,4,5,4,4,5,4,6,7,6,6,5,5,5,4,5,4,5,2,5,6,3,6,1,6,2,5,2,4,2,6,4,6,4,6,6,2,3,3,4,2,5,2,5,6,6,3,4,2,2,1,6,2,7,2,6,"李","Male","phase_017_subj_132"
"18",353,6,7,7,6,6,5,4,4,4,4,4,3,2,1,2,3,2,3,2,5,4,5,4,4,5,4,4,5,4,6,5,6,5,5,6,5,5,4,5,6,2,5,6,3,6,2,7,3,5,2,4,3,6,6,6,4,6,6,2,3,3,4,2,6,3,6,6,6,3,4,3,1,2,5,2,6,3,6,"张","Male","phase_017_subj_79"
"19",126,5,2,6,2,5,5,2,4,5,5,5,2,2,1,-2,-2,3,2,3,5,5,5,5,4,2,2,2,4,4,5,4,5,5,4,4,4,4,4,5,3,6,3,5,2,2,1,6,3,2,2,6,3,1,2,3,3,2,3,2,2,3,2,2,2,2,5,3,6,3,1,2,1,3,3,3,3,2,2,"白","Male","phase_017_subj_36"
"20",139,3,3,3,3,3,4,4,4,4,4,4,1,-1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,5,6,2,5,3,5,3,5,3,5,5,3,3,5,3,3,5,5,5,5,5,3,3,3,3,3,5,3,5,5,6,5,5,3,5,3,5,3,5,3,3,"温","Female","phase_017_subj_38"
"21",551,5,5,5,4,3,4,3,4,4,4,4,2,2,1,1,1,1,2,1,5,5,5,4,4,4,4,4,5,4,5,6,5,5,4,5,4,5,5,5,4,5,5,5,3,6,2,5,4,5,3,6,3,3,5,4,6,5,5,3,5,3,3,3,5,3,6,5,6,5,5,3,5,5,5,5,6,3,4,"谭","Female","phase_017_subj_138"
"22",27,6,7,6,5,5,3,4,4,4,4,4,2,3,1,2,1,2,2,2,4,5,5,4,4,4,4,4,5,3,5,4,3,5,4,4,5,6,5,6,4,6,4,5,4,4,5,6,5,5,2,5,2,5,4,6,4,5,5,5,4,7,5,5,6,5,5,7,6,6,6,6,7,6,6,7,6,5,6,"李","Male","phase_017_subj_4"
"23",229,3,3,3,3,3,4,4,4,4,4,4,1,-1,1,1,-1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,3,3,3,5,3,5,3,5,3,3,3,5,3,3,5,5,3,3,5,3,3,5,3,3,5,3,6,3,5,6,3,3,5,3,3,3,5,3,3,"黄","Female","phase_017_subj_54"
"24",117,3,3,3,1,3,4,3,2,5,4,4,3,1,-3,2,-1,1,2,2,5,4,5,4,4,3,3,2,2,4,5,4,4,5,5,2,4,3,6,3,2,2,3,5,2,6,2,5,1,2,3,4,2,4,3,4,2,2,3,2,2,3,2,2,5,3,6,3,4,2,2,7,1,3,5,2,3,2,3,"唐","Female","phase_017_subj_31"
"25",473,3,4,3,2,2,4,2,3,5,5,4,2,-1,1,-1,-1,1,2,2,5,4,4,5,4,4,5,3,3,4,7,8,6,8,6,8,8,8,9,4,2,5,5,3,2,6,1,5,2,5,1,5,2,5,2,6,3,3,3,3,3,3,3,4,6,1,6,7,6,3,3,6,2,4,5,1,3,3,3,"陈","Male","phase_017_subj_117"
"26",304,4,3,4,4,2,4,3,3,3,2,4,2,1,1,2,1,1,1,2,5,4,5,4,4,3,3,3,4,3,4,4,5,5,4,4,4,5,5,5,4,5,5,5,3,5,1,5,3,5,3,5,3,4,4,5,7,5,5,3,4,3,3,3,5,3,5,6,6,6,6,5,5,3,6,5,6,3,5,"张","Female","phase_017_subj_68"
"27",266,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,-1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,5,6,2,3,3,5,3,5,3,5,3,3,3,5,3,3,5,5,5,3,5,3,3,3,3,3,5,3,5,5,5,6,3,3,3,3,5,5,5,3,5,"李","Female","phase_017_subj_62"
"28",201,3,2,2,2,2,4,3,2,5,5,4,1,2,-1,1,-1,-1,2,2,5,4,5,4,4,4,4,4,5,4,6,7,5,7,5,6,6,7,7,4,3,2,4,5,3,6,2,4,2,3,3,5,3,3,4,3,3,2,5,4,4,3,7,3,6,3,5,6,7,6,6,6,7,5,6,3,5,3,4,"孙","Female","phase_017_subj_51"
"29",425,3,3,2,3,2,4,3,2,5,5,4,1,1,-2,2,-1,-1,2,2,5,4,5,5,4,4,4,3,4,3,6,7,5,7,5,6,6,5,6,4,3,2,3,5,2,5,3,4,3,3,3,4,3,3,4,3,3,2,5,3,4,3,7,3,5,3,6,7,7,6,5,5,6,5,5,3,5,3,4,"李","Female","phase_017_subj_102"
"30",236,6,7,5,6,4,5,3,4,4,4,5,2,1,1,2,-2,2,1,2,4,5,5,4,4,3,4,4,5,4,5,7,6,7,6,6,5,6,8,5,6,5,4,5,2,6,1,5,2,3,3,7,3,6,6,3,3,6,2,3,6,5,7,5,5,5,6,5,7,6,7,5,5,2,3,6,3,5,6,"程","Male","phase_017_subj_56"
"31",168,3,3,2,2,3,4,3,2,5,5,5,1,1,-2,2,-1,-1,2,1,4,4,5,4,5,4,4,4,4,3,6,7,5,7,5,6,6,6,7,4,3,2,3,5,3,6,3,4,3,3,3,4,3,3,3,3,3,2,5,4,3,3,7,3,5,3,5,7,7,6,6,5,5,5,5,3,6,3,4,"樊","Male","phase_017_subj_41"
"32",81,5,6,6,5,5,5,3,4,2,5,5,2,-2,1,2,1,2,2,1,4,4,4,5,3,4,4,2,4,4,6,8,5,7,6,8,7,6,7,3,3,4,2,5,5,5,3,4,2,4,3,5,5,6,3,5,4,2,3,2,2,4,1,5,5,1,6,7,3,6,2,3,1,3,5,1,4,4,5,"饶","Female","phase_017_subj_18"
"33",539,6,5,6,6,4,5,4,4,5,5,5,2,1,2,2,3,3,2,3,5,4,5,5,4,4,5,4,4,5,8,7,9,8,7,9,8,9,9,7,6,5,7,5,6,5,7,6,6,6,6,6,6,5,7,5,6,2,7,6,5,4,6,6,5,7,2,7,7,7,6,7,5,6,7,6,6,6,7,"韦","Male","phase_017_subj_134"
"34",85,6,7,5,6,6,5,4,4,4,5,4,3,2,3,2,3,1,2,3,4,5,4,5,4,3,4,4,5,4,7,6,7,8,8,7,7,8,7,6,6,1,6,6,6,6,5,6,6,5,6,6,6,5,6,5,6,6,5,4,2,5,6,5,7,5,6,6,6,7,6,6,6,5,7,5,6,6,5,"李","Male","phase_017_subj_21"
"35",577,5,2,3,2,2,4,2,4,5,5,5,3,3,2,-2,-3,3,2,2,5,5,5,5,4,2,4,4,5,4,4,5,5,3,2,6,5,4,4,6,3,5,3,6,3,6,1,6,3,3,2,6,3,1,2,6,3,3,3,3,2,2,1,2,2,3,6,3,5,3,2,2,1,3,3,2,5,3,1,"李","Male","phase_017_subj_141"
"36",262,4,3,3,3,2,2,2,2,3,3,3,-1,-1,1,-1,-1,-1,1,-1,4,3,4,3,2,3,3,3,2,3,4,4,4,5,3,7,4,6,5,4,5,3,4,3,3,7,4,3,2,4,3,3,4,2,2,4,3,3,3,3,3,4,3,3,5,3,4,5,4,3,4,4,2,2,4,3,3,3,4,"郑","Male","phase_017_subj_61"
"37",666,6,7,7,6,6,5,2,5,5,4,5,3,1,2,3,2,3,3,3,5,5,5,1,5,5,4,4,5,5,6,5,4,6,6,5,6,7,6,7,2,6,6,6,2,5,2,7,3,6,3,7,2,6,3,6,5,6,2,2,6,3,4,2,6,3,7,2,7,6,6,5,6,3,7,6,7,4,6,"金","Male","phase_017_subj_157"
"38",537,2,1,2,2,2,4,1,2,4,1,2,-2,-1,-2,-1,-2,-2,-1,-1,2,1,2,1,2,2,2,2,1,2,2,2,1,3,2,2,4,2,2,3,2,7,2,3,2,5,2,3,2,3,2,7,2,3,2,2,2,7,2,2,7,2,3,2,3,2,3,2,3,2,2,2,2,3,2,2,2,2,3,"王","Male","phase_017_subj_130"
"39",122,3,3,4,2,3,4,3,4,5,4,4,1,1,2,2,-1,1,2,1,5,5,5,4,4,4,4,5,4,5,4,4,6,7,3,4,4,8,4,4,3,3,3,5,1,6,2,5,3,4,2,5,3,3,5,4,4,5,4,2,3,3,2,1,5,3,6,3,6,2,3,3,6,5,5,5,6,3,3,"杨","Female","phase_017_subj_34"
"40",90,5,5,5,3,1,5,3,4,4,3,4,1,-2,1,-2,-2,-1,1,1,4,3,4,4,3,4,4,3,4,3,4,3,4,7,5,5,7,3,3,6,5,5,5,3,2,6,5,5,3,2,3,6,5,4,5,5,7,6,3,3,5,2,3,3,6,5,5,4,5,6,3,3,6,3,7,6,5,2,6,"张","Female","phase_017_subj_23"
"41",350,5,4,4,2,2,4,3,5,4,4,5,3,-2,1,2,-1,1,2,2,4,4,4,4,4,4,4,5,4,4,7,7,6,7,7,8,8,7,7,6,5,3,5,6,2,5,2,6,4,6,2,6,5,5,3,4,3,5,3,5,3,3,6,2,6,5,6,5,6,5,6,2,7,5,7,5,6,3,6,"张","Female","phase_017_subj_78"
"42",157,5,4,6,5,6,4,3,4,4,4,5,-2,-3,1,2,-2,2,2,1,4,5,5,4,4,4,5,4,4,5,5,5,4,6,4,4,5,4,4,4,2,5,4,5,1,6,2,4,3,5,3,6,3,2,5,5,3,6,4,3,7,5,6,1,6,5,6,6,5,6,5,4,5,4,6,6,5,3,6,"张","Male","phase_017_subj_40"
"43",676,5,5,6,5,6,4,4,4,5,5,4,-1,-1,1,1,-2,2,2,3,4,5,4,4,4,5,4,4,5,4,5,5,4,5,5,4,4,5,5,5,3,6,4,5,3,6,2,4,3,5,3,6,2,2,5,5,3,6,4,3,6,5,5,3,6,5,7,6,5,5,6,4,5,4,6,5,5,3,6,"李","Male","phase_017_subj_161"
"44",257,6,6,6,5,6,4,4,4,3,4,4,1,1,2,1,2,1,2,2,5,4,5,4,4,3,3,3,4,3,4,4,6,6,4,7,5,7,6,5,3,5,4,4,2,5,2,4,3,4,2,5,6,5,4,5,5,6,3,3,3,4,4,5,6,3,5,4,5,5,4,3,4,3,4,2,5,3,5,"林","Female","phase_017_subj_60"
"45",183,3,3,3,3,3,4,2,3,4,2,4,-1,-1,-1,-1,-2,-1,1,1,4,4,5,4,4,4,4,4,4,4,6,6,4,6,6,4,7,4,6,5,2,2,3,3,3,3,2,3,3,3,2,5,3,3,5,3,3,3,3,2,3,6,3,3,5,2,5,5,6,6,5,7,5,3,5,2,5,2,3,"汶","Female","phase_017_subj_47"
"46",252,3,2,5,6,5,4,3,2,5,5,5,1,-1,-1,1,-2,2,1,1,4,4,4,3,4,3,3,2,4,4,4,4,5,6,4,3,5,6,6,5,4,5,3,3,4,4,3,5,4,3,2,6,6,4,5,3,4,6,3,2,5,3,2,4,5,5,5,7,7,5,2,4,1,5,6,2,7,2,6,"吴","Female","phase_017_subj_59"
"47",65,5,6,6,5,6,5,3,4,4,4,4,2,-1,2,1,3,2,2,3,4,5,4,4,4,4,5,4,5,5,7,8,7,8,5,5,7,8,6,5,6,3,5,5,5,5,7,6,6,6,5,5,6,6,6,5,7,5,6,4,6,3,5,4,6,6,5,6,5,7,7,6,4,4,6,6,6,7,6,"张","Female","phase_017_subj_13"
"48",170,5,4,5,5,3,4,4,3,4,4,5,2,-1,-1,1,-1,-1,2,1,4,3,4,3,2,4,4,2,2,4,4,3,4,4,3,5,4,6,5,3,3,5,5,5,3,3,5,4,4,3,3,6,3,3,3,4,5,5,3,2,3,3,3,2,5,3,6,5,5,5,3,3,3,2,4,3,5,2,3,"卢","Female","phase_017_subj_43"
"49",299,5,3,5,5,3,4,3,3,2,2,5,2,1,-1,1,-1,1,1,1,4,2,4,2,2,2,2,2,2,3,3,4,4,5,3,4,4,3,4,4,3,3,5,2,3,3,3,3,2,3,2,5,3,3,5,3,7,3,2,2,2,2,3,2,3,3,5,3,3,2,3,3,2,2,3,3,2,3,3,"陈","Female","phase_017_subj_67"
"50",45,5,5,5,4,3,4,4,4,3,4,4,-1,-1,-1,1,-1,1,1,-1,4,4,5,4,4,3,3,3,4,3,6,5,4,7,5,5,6,7,6,5,6,3,6,4,4,3,2,5,2,4,3,5,4,5,5,4,6,4,5,3,4,2,3,3,6,3,6,3,6,3,4,5,2,3,3,3,6,3,3,"邱","Male","phase_017_subj_8"
"51",182,6,7,6,6,6,5,2,4,4,4,4,2,1,2,2,3,2,2,2,4,5,1,2,5,4,4,4,5,5,7,8,8,4,6,5,6,4,5,6,1,5,2,6,2,5,1,6,2,3,2,5,2,5,3,4,3,4,4,2,5,5,6,3,6,5,5,5,5,7,4,7,5,4,6,7,6,4,6,"张","Female","phase_017_subj_168"
"52",593,6,5,6,6,7,4,4,5,4,5,4,2,1,2,2,1,3,3,3,5,4,5,5,4,3,4,4,5,4,6,8,7,8,6,6,9,5,6,6,6,5,7,7,5,5,6,7,6,6,5,5,5,6,6,7,5,6,7,6,5,5,6,6,7,5,6,6,7,6,6,7,5,6,7,5,7,7,6,"王","Female","phase_017_subj_144"
"53",367,6,6,7,4,4,4,5,5,5,4,5,2,-3,1,3,2,2,1,2,5,5,5,5,4,3,4,4,5,4,5,6,6,7,6,6,7,8,8,7,7,3,7,6,3,4,7,5,5,6,3,5,2,5,7,6,6,5,5,6,7,3,6,3,7,3,6,7,7,7,3,7,2,7,7,2,7,6,2,"梅","Male","phase_017_subj_84"
"54",340,6,6,5,5,6,4,4,5,4,5,4,2,1,2,3,1,2,2,2,4,4,5,2,4,4,5,4,4,5,7,8,7,7,8,8,8,7,7,3,6,3,6,6,5,5,3,6,6,5,5,2,6,6,5,5,7,5,6,5,6,6,7,5,6,5,5,6,7,5,2,7,3,6,6,6,6,6,7,"苏","Female","phase_017_subj_75"
"55",43,5,5,6,6,5,4,3,4,4,4,4,2,-1,-1,2,-2,2,3,2,4,5,4,4,5,3,3,4,4,3,7,8,8,6,4,8,6,7,8,5,5,3,6,2,5,6,6,6,5,5,4,6,3,3,2,5,4,5,4,5,4,5,5,6,5,6,6,6,7,6,6,7,7,6,6,6,6,4,6,"李","Female","phase_017_subj_7"
"56",370,6,7,7,4,5,5,3,4,4,4,4,2,2,2,3,1,2,2,3,5,5,5,1,4,4,4,4,2,2,4,8,7,5,4,4,7,7,7,6,4,6,6,6,2,6,6,6,2,7,6,6,2,6,6,6,6,6,2,2,6,3,3,2,6,2,3,5,6,7,4,2,5,2,6,2,6,5,6,"唐","Male","phase_017_subj_87"
"57",533,4,4,5,5,6,4,3,4,5,4,4,-1,-2,1,1,-1,2,1,1,4,5,4,4,4,5,4,4,5,5,5,4,3,5,3,3,5,3,4,5,1,6,4,6,1,6,2,4,3,5,2,5,3,3,5,5,4,5,3,3,6,5,7,2,6,5,5,7,5,5,6,3,5,4,6,6,5,3,6,"刘","Female","phase_017_subj_127"
"58",179,5,4,6,6,5,4,3,5,5,5,5,-3,-1,1,1,-3,2,2,3,5,4,4,4,5,4,4,5,4,5,4,5,3,3,2,3,3,3,4,5,1,6,4,5,3,6,2,4,3,5,3,6,3,3,6,4,4,5,4,2,5,5,5,3,6,5,5,6,6,5,5,3,4,3,5,5,6,3,6,"赵","Female","phase_017_subj_46"
"59",540,6,6,7,6,7,5,3,4,5,5,5,2,1,2,2,1,2,2,2,5,5,1,5,5,4,5,5,5,5,5,7,7,5,4,4,7,5,5,5,7,1,7,6,5,6,1,7,7,5,3,6,4,6,7,3,7,5,6,7,5,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,"张","Female","phase_017_subj_135"
"60",242,4,4,6,6,5,5,3,4,4,4,4,-2,-1,2,1,-2,2,2,1,4,5,4,5,4,4,5,5,4,5,5,6,3,5,3,3,4,2,3,5,2,5,2,5,3,7,3,4,3,5,2,6,3,2,5,5,3,6,4,3,5,5,5,2,5,6,5,5,6,6,5,3,6,4,5,5,5,2,5,"陈","Male","phase_017_subj_58"
"61",357,5,5,6,6,5,4,3,5,4,4,4,-1,-2,1,1,-1,2,2,1,4,4,4,5,4,5,5,4,4,5,4,5,3,4,2,3,4,3,4,5,2,5,4,5,3,6,2,4,3,5,3,6,3,2,5,5,3,6,4,3,6,5,5,3,6,5,5,6,5,5,6,3,5,4,6,6,5,2,5,"黄","Female","phase_017_subj_82"
"62",432,4,4,5,6,5,4,3,5,5,4,5,-1,-1,1,2,-2,1,2,1,4,5,4,4,5,4,5,4,4,5,3,3,2,4,1,2,3,2,3,4,2,5,3,6,2,5,2,4,3,5,2,6,3,2,5,5,4,5,4,3,6,5,5,1,6,6,5,5,6,6,5,4,5,4,6,5,5,3,6,"吴","Female","phase_017_subj_104"
"63",26,3,2,3,4,3,2,3,2,4,4,4,-1,1,-2,2,-2,-1,-1,2,5,4,5,4,4,2,3,2,4,4,7,8,4,8,4,2,8,6,8,5,3,2,5,3,2,1,3,2,2,2,1,5,3,1,2,2,6,2,3,3,2,2,3,1,5,3,5,3,7,2,6,5,3,3,2,6,2,1,5,"张","Female","phase_017_subj_3"
"64",366,5,6,5,4,5,4,2,5,3,2,5,2,1,2,2,1,2,3,2,4,5,4,5,4,4,5,4,5,4,6,6,4,7,6,8,7,8,8,4,3,6,6,5,3,6,1,6,2,6,3,5,4,6,5,5,4,6,3,3,6,5,7,4,5,6,6,5,6,6,6,5,5,2,6,5,6,3,6,"詹","Male","phase_017_subj_83"
"65",51,4,5,6,6,2,4,3,3,2,2,3,2,2,1,3,1,2,2,2,5,4,4,2,5,5,4,4,4,5,4,3,6,5,2,6,8,4,7,5,2,7,3,3,2,5,1,5,2,5,2,5,4,5,3,6,4,5,2,2,4,3,4,3,7,3,4,6,5,5,2,7,5,2,6,6,7,3,6,"江","Female","phase_017_subj_10"
"66",308,6,5,6,4,4,4,3,4,4,4,4,2,1,1,-1,1,2,2,1,5,5,5,5,4,3,3,4,4,4,5,5,5,5,5,4,4,8,7,5,4,2,3,5,3,5,3,5,4,5,6,5,5,4,4,4,4,4,2,6,5,7,7,6,7,7,7,6,6,7,7,7,3,3,7,4,6,3,6,"付","Female","phase_017_subj_69"
"67",504,5,4,5,5,6,5,4,4,5,4,5,-1,-2,1,2,-1,1,1,2,4,4,5,5,5,4,5,4,4,4,4,5,3,5,4,4,6,4,5,5,2,6,4,5,3,6,3,3,3,5,2,6,3,2,6,4,3,5,4,3,7,5,5,2,5,5,7,6,5,5,6,3,5,4,5,5,6,3,5,"王","Female","phase_017_subj_125"
"68",38,6,5,6,6,7,5,4,4,4,4,4,-1,-1,1,1,-1,2,2,1,4,5,5,5,4,4,5,4,5,4,4,4,3,4,2,2,3,2,3,5,3,6,4,4,2,5,2,4,3,5,2,5,2,3,6,5,3,6,4,3,6,5,5,2,5,6,7,5,5,5,6,3,5,4,5,6,5,3,6,"周","Female","phase_017_subj_6"
"69",482,5,4,5,6,5,4,3,5,4,4,4,-1,-1,2,1,-2,1,2,1,4,4,4,5,5,4,4,5,4,4,4,4,2,4,2,3,4,3,4,5,3,6,4,5,1,6,2,4,3,6,3,6,2,2,5,6,4,5,4,3,6,6,7,1,5,5,6,6,5,5,6,4,4,3,7,5,5,3,6,"杨","Male","phase_017_subj_120"
"70",623,3,2,3,4,2,5,4,4,5,5,5,2,1,-1,1,1,2,2,2,5,4,5,4,4,4,5,3,4,5,4,6,4,6,4,7,5,3,7,3,3,2,3,3,2,5,3,4,2,5,2,6,5,2,5,3,3,3,5,1,2,3,6,2,5,2,7,3,7,1,7,7,2,1,3,1,7,2,6,"张","Female","phase_017_subj_152"
"71",664,4,3,3,3,2,2,4,3,4,4,5,2,1,-1,-1,-2,1,2,2,4,4,5,5,3,2,4,4,4,4,2,4,4,4,4,1,4,4,6,3,3,6,4,5,3,5,2,4,2,3,3,4,7,2,6,2,3,7,3,3,4,7,6,2,6,3,6,7,7,2,5,5,3,3,5,3,6,2,6,"刘","Female","phase_017_subj_156"
"72",32,7,5,5,4,5,5,4,4,4,5,4,2,1,1,2,-1,1,2,2,5,3,5,4,4,4,3,4,3,4,3,5,7,7,4,7,8,8,6,6,5,5,6,6,4,7,5,6,4,6,5,4,4,6,6,5,7,3,6,5,6,3,7,4,6,6,7,6,6,7,6,3,3,6,7,7,7,4,7,"韩","Female","phase_017_subj_5"
