"","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","friend_name","Sex","ID"
"11",151,6,1,5,2,5,5,1,4,5,5,4,3,2,2,-2,-3,2,2,3,5,4,5,5,4,2,2,2,5,4,4,5,4,3,3,4,3,4,5,7,3,5,2,2,2,6,1,6,3,2,2,7,3,1,2,5,2,5,3,2,1,3,2,2,2,3,7,3,7,3,3,2,3,3,3,2,2,3,5,"李","Male","phase_016_subj_20"
"12",592,6,6,6,6,6,4,4,4,5,5,4,2,2,2,2,1,1,2,2,4,4,5,5,4,2,2,2,4,4,3,3,2,4,3,4,4,4,4,2,7,2,6,5,6,3,2,5,6,6,7,6,6,6,6,5,7,6,6,3,2,3,6,6,6,6,6,7,6,7,3,6,6,2,6,2,6,6,6,"陈","Male","phase_016_subj_68"
"13",110,6,5,6,7,6,4,4,5,5,5,4,2,3,2,1,2,3,2,2,4,5,5,5,4,5,4,4,5,4,7,6,6,7,8,7,7,6,8,5,7,2,7,5,4,5,2,7,6,5,4,5,6,3,6,5,4,6,6,5,1,3,2,5,6,5,3,7,5,7,2,3,3,3,6,3,1,5,3,"于","Male","phase_016_subj_11"
"14",336,5,5,6,5,6,5,4,5,5,2,5,1,2,1,2,1,1,2,2,5,4,5,4,3,3,4,5,4,4,4,7,6,8,6,9,7,4,6,5,7,6,5,5,4,6,7,5,5,5,2,5,1,5,5,6,6,5,5,4,5,3,6,3,7,5,6,6,5,7,6,6,5,6,6,5,7,5,6,"任","Female","phase_016_subj_42"
"15",386,6,2,6,3,3,5,2,5,5,5,5,2,3,-1,-2,-3,2,3,3,5,4,5,5,4,2,4,3,5,4,4,5,4,6,3,4,3,4,5,5,5,6,3,6,3,7,1,6,6,6,2,7,3,2,3,5,2,5,3,3,2,2,1,2,3,2,3,3,5,3,2,2,1,3,3,2,5,3,3,"王","Male","phase_016_subj_48"
"16",219,5,6,6,5,4,5,4,4,4,3,4,1,-2,2,3,1,2,1,2,5,3,5,4,4,4,3,3,5,4,3,5,7,7,1,5,5,3,6,5,1,5,3,6,5,4,7,5,3,6,4,2,4,6,5,5,3,6,2,6,5,4,5,5,7,7,5,6,6,7,4,6,6,4,5,6,6,5,5,"莫","Male","phase_016_subj_29"
"17",140,5,4,4,3,4,4,3,3,4,4,4,1,2,-1,2,-1,1,3,2,4,4,4,4,4,5,4,4,3,4,6,7,6,7,4,5,7,6,7,4,3,5,5,5,2,4,1,4,5,3,3,6,6,4,3,4,4,4,5,2,3,3,3,3,7,5,4,6,5,7,5,6,6,3,6,6,2,3,6,"曾","Female","phase_016_subj_16"
"18",345,5,6,5,5,4,5,2,4,4,4,5,2,1,2,2,-2,1,2,1,4,5,4,5,4,3,5,3,4,4,7,8,7,5,5,3,7,6,6,5,4,5,6,5,2,4,3,6,4,3,3,4,3,6,6,3,3,6,2,3,6,4,6,3,6,5,5,4,6,6,6,5,5,4,6,5,5,4,6,"郭","Male","phase_016_subj_43"
"19",348,4,4,4,3,3,4,3,4,4,4,4,1,-1,1,2,1,1,1,2,4,4,4,4,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,4,5,5,5,5,5,4,4,5,5,3,5,5,5,3,5,5,5,4,5,3,5,3,4,3,5,3,6,5,6,5,3,5,5,3,5,5,5,3,4,"曾","Male","phase_016_subj_45"
"20",280,4,3,4,3,2,3,1,2,4,3,5,-1,2,-1,1,-2,-1,1,1,5,5,5,5,5,4,5,3,3,3,6,7,4,8,6,4,6,8,8,5,5,2,6,5,5,4,7,4,3,4,3,5,2,4,6,3,4,2,5,3,4,5,4,4,5,6,5,6,6,5,1,7,1,5,5,5,5,3,6,"翟","Female","phase_016_subj_35"
"21",600,3,5,4,2,1,3,2,4,4,4,4,1,-1,-1,1,-1,1,2,1,4,5,4,4,4,4,3,4,5,4,6,7,7,7,5,4,6,5,6,6,3,2,6,4,3,4,1,5,2,5,4,6,4,4,6,3,3,3,5,3,5,4,3,2,5,5,5,6,6,5,5,7,3,3,6,3,7,5,6,"李","Female","phase_016_subj_69"
"22",120,4,5,4,3,2,4,3,4,4,4,4,1,-1,1,1,-1,1,2,1,5,5,5,5,4,4,4,3,4,4,7,6,4,7,6,7,7,7,8,5,5,3,6,6,3,4,6,5,5,3,3,5,2,3,5,5,6,5,6,3,3,3,3,3,6,6,7,7,7,7,3,6,6,3,5,6,7,2,6,"单","Male","phase_016_subj_13"
"23",681,5,6,6,6,5,4,4,4,4,4,4,2,2,1,2,-1,2,2,1,5,4,5,5,4,3,4,3,4,3,5,6,5,7,4,5,8,7,7,5,5,3,6,5,5,5,2,5,6,5,3,5,5,5,4,5,6,5,6,3,5,3,1,3,6,3,5,5,5,5,5,3,5,5,5,3,5,5,5,"李","Male","phase_016_subj_82"
"24",390,5,5,6,3,2,4,4,5,4,5,5,2,-2,-1,2,-2,2,2,3,4,5,4,4,4,5,4,4,5,4,6,6,7,7,7,8,8,9,7,6,5,6,5,7,5,6,5,6,2,6,3,6,1,3,6,2,3,6,2,2,2,3,2,2,6,2,7,6,6,6,6,6,6,2,7,2,2,2,6,"唐","Female","phase_016_subj_49"
"25",451,2,2,2,4,6,5,2,3,5,5,5,2,1,1,2,-1,1,3,3,5,4,5,5,4,4,5,5,5,5,6,8,4,4,3,2,4,7,4,3,3,2,3,3,3,2,2,2,1,2,1,7,4,2,6,3,2,2,2,2,3,5,1,1,6,3,3,3,6,6,6,7,1,2,4,1,3,2,3,"瞿","Female","phase_016_subj_58"
"26",274,5,6,5,6,6,4,4,4,4,5,4,2,3,1,2,2,3,2,1,4,5,5,2,4,4,5,4,5,4,6,5,7,6,7,5,6,5,7,5,6,6,5,6,4,5,3,6,6,4,3,5,2,5,5,5,5,5,6,4,5,6,6,5,6,5,6,6,6,5,5,5,7,6,5,6,6,5,5,"李","Female","phase_016_subj_33"
"27",307,5,6,6,5,6,4,4,5,5,4,5,2,1,3,2,1,3,2,3,5,4,5,5,3,2,4,2,5,4,7,8,6,7,8,8,7,7,8,5,7,6,6,6,7,7,2,7,7,6,6,1,3,3,6,5,7,7,6,6,6,6,7,6,7,6,7,6,7,7,7,6,6,3,6,6,7,6,7,"蔡","Male","phase_016_subj_38"
"28",99,5,5,5,5,4,5,3,5,5,5,5,2,2,1,2,1,1,1,1,5,4,5,5,4,3,4,4,4,4,6,6,5,6,4,5,6,5,6,5,5,3,5,5,3,5,2,5,5,3,3,5,3,3,5,3,4,5,4,3,3,3,3,3,5,3,6,5,5,5,5,4,3,3,5,5,5,3,4,"李","Female","phase_016_subj_10"
"29",63,2,1,2,1,1,4,1,5,4,5,5,2,1,2,3,-2,-2,-3,1,5,5,5,5,5,3,4,3,4,4,5,5,5,9,9,5,9,9,9,7,4,6,1,6,1,7,2,4,7,7,1,7,1,5,2,7,4,7,3,2,7,6,4,1,7,2,7,7,7,7,7,7,7,1,7,2,7,1,7,"宋","Female","phase_016_subj_8"
"30",77,5,3,5,3,2,4,4,3,4,4,4,2,-2,-1,2,-1,1,1,1,5,4,5,5,4,3,4,3,4,4,4,5,4,6,4,5,4,4,4,5,2,3,5,2,3,2,1,5,2,2,3,5,5,2,5,3,4,2,5,3,3,6,2,6,5,6,6,7,7,7,7,7,7,1,7,7,7,2,5,"徐","Female","phase_016_subj_9"
"31",444,4,4,5,3,2,4,2,3,4,3,5,2,2,1,2,-2,1,2,2,5,4,4,4,4,3,3,2,3,3,4,5,3,6,3,6,4,7,4,5,2,4,4,4,6,3,1,5,2,5,2,4,3,5,2,5,2,4,4,2,4,2,3,2,4,3,4,2,4,6,3,3,2,3,2,2,6,3,5,"王","Male","phase_016_subj_56"
"32",347,2,3,3,3,2,2,1,2,4,4,5,3,-2,-2,3,-1,-2,3,3,4,5,5,5,4,3,4,4,4,5,5,6,4,8,9,9,5,4,8,7,2,2,3,5,1,5,6,3,2,5,1,5,2,2,1,3,5,2,2,2,7,1,1,1,6,1,6,2,4,4,1,7,3,3,3,1,7,3,2,"周","Female","phase_016_subj_44"
"33",672,4,3,3,3,3,4,2,4,5,5,1,1,2,-1,-2,-1,1,1,2,5,5,5,4,4,3,4,2,2,3,5,7,5,5,4,3,4,4,7,6,3,6,1,5,2,7,3,7,3,2,2,5,3,3,5,2,3,7,2,3,6,3,2,2,3,3,6,5,6,6,3,6,3,4,5,7,7,3,3,"彭","Female","phase_016_subj_81"
"34",304,5,5,5,4,4,4,4,4,4,4,4,2,1,1,2,1,1,2,2,4,4,5,4,4,4,5,4,5,4,5,6,5,6,5,5,5,5,6,3,6,4,6,5,4,5,1,5,5,3,4,5,4,3,5,4,7,3,5,3,5,3,3,3,6,2,6,3,7,7,1,6,1,3,3,3,2,3,3,"王","Female","phase_016_subj_36"
"35",276,4,4,5,6,2,3,3,4,3,3,4,1,-1,1,1,-1,1,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,5,4,4,4,3,1,7,4,4,3,7,6,4,3,4,3,3,3,3,3,5,3,4,3,3,4,4,4,5,3,4,3,4,"杜","Female","phase_016_subj_34"
"36",419,4,3,3,3,2,2,2,2,3,2,3,1,2,-1,1,-1,-1,1,1,4,3,4,3,3,4,2,3,3,3,4,5,4,4,3,4,4,3,3,4,3,5,3,3,3,4,4,3,3,3,3,3,5,2,3,3,4,4,3,3,4,3,3,3,3,6,4,7,6,6,6,5,5,4,5,6,4,2,2,"赵","Female","phase_016_subj_54"
"37",574,6,6,6,5,6,4,2,4,3,3,4,2,2,1,2,1,2,2,2,4,4,2,3,4,4,4,4,4,5,7,7,8,7,8,8,6,7,7,5,3,5,3,6,2,6,3,5,2,5,2,6,3,5,3,6,2,6,2,3,5,2,6,2,6,3,5,2,6,5,4,5,4,4,5,3,6,2,6,"李","Male","phase_016_subj_66"
"38",654,3,2,2,3,4,2,4,2,2,2,4,1,1,1,1,-1,1,2,2,4,4,4,4,3,3,3,4,3,3,4,5,4,4,4,3,4,4,4,5,4,4,3,4,3,4,4,4,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"陈","Male","phase_016_subj_75"
"39",430,5,6,5,4,6,4,3,5,4,4,5,3,2,2,3,1,1,2,2,5,4,4,4,4,4,4,3,3,4,3,4,4,5,4,4,5,6,7,5,4,4,5,2,6,3,4,6,5,5,3,5,3,2,7,5,4,4,3,4,3,5,6,3,7,5,5,5,6,7,6,7,7,2,6,7,7,4,5,"刘","Female","phase_016_subj_46"
"40",412,4,3,3,3,3,4,3,4,4,4,5,1,-1,-1,1,-2,-1,1,1,5,4,5,2,3,2,3,3,3,3,4,5,4,4,2,3,6,5,6,5,3,3,3,2,1,3,3,2,2,3,2,4,3,3,5,3,4,3,2,2,5,4,5,4,6,6,3,6,7,3,5,7,3,6,3,7,7,3,6,"李","Female","phase_016_subj_53"
"41",27,5,3,5,3,2,2,2,4,4,4,5,1,1,2,2,-1,2,2,1,5,3,5,4,4,2,3,4,3,3,4,5,4,5,4,4,5,3,3,5,4,7,3,6,2,5,2,3,3,3,3,1,3,5,2,5,7,7,2,1,3,2,4,3,3,2,3,3,7,3,2,7,2,2,5,1,7,2,7,"刘","Male","phase_016_subj_4"
"42",463,3,2,4,3,2,4,2,3,4,4,4,2,2,1,2,-1,2,2,1,4,5,5,5,4,4,5,4,4,5,4,6,6,5,4,5,5,5,6,5,5,5,3,4,2,6,1,5,3,5,3,6,2,3,3,5,6,5,3,3,3,2,3,3,5,5,5,6,5,7,5,3,3,3,5,5,5,3,6,"温","Female","phase_016_subj_59"
"43",368,6,6,6,3,5,4,2,5,4,4,5,3,1,2,2,1,1,2,2,5,5,5,4,3,3,3,4,4,3,4,6,5,6,4,6,6,7,7,6,4,4,4,3,4,3,3,4,4,6,2,5,4,4,6,5,4,4,3,4,3,6,6,4,7,6,5,6,6,7,6,6,7,4,7,7,7,3,7,"陈","Female","phase_016_subj_55"
"44",6,2,3,3,2,1,5,3,5,5,5,5,3,-2,-1,-2,-2,-2,-2,-1,5,5,5,5,5,3,3,3,3,3,2,2,2,5,1,2,3,3,9,7,1,3,5,7,1,3,2,2,3,6,2,6,4,2,6,4,4,5,2,1,6,2,4,2,3,2,7,6,4,5,3,7,1,1,7,1,7,1,3,"熊","Male","phase_016_subj_1"
"45",403,5,3,5,4,2,4,4,4,4,4,5,1,-1,2,-1,-2,2,1,2,4,3,5,2,2,4,4,3,4,4,4,7,6,7,4,5,5,7,6,6,5,5,5,6,1,5,2,5,2,3,2,3,3,3,2,3,2,7,5,2,3,2,1,2,3,7,7,6,7,7,2,7,1,1,7,1,7,3,2,"张","Female","phase_016_subj_51"
"46",647,3,2,3,1,2,4,2,2,2,2,5,1,2,-1,3,-1,1,2,2,5,2,5,3,3,4,4,3,4,4,4,3,7,7,5,6,4,5,6,4,3,6,3,2,3,3,3,3,2,2,2,5,6,3,5,2,3,6,3,2,2,4,3,3,6,3,6,7,6,7,7,3,3,2,7,3,7,5,3,"陈","Female","phase_016_subj_73"
"47",631,5,6,5,4,5,5,3,4,5,5,5,2,-1,2,1,1,1,3,3,5,4,5,5,4,4,4,4,4,5,4,5,5,4,4,4,4,5,5,4,7,2,4,5,3,5,7,5,5,5,3,5,3,5,3,5,5,3,4,3,3,3,4,3,4,3,4,4,5,3,4,5,2,4,4,5,6,4,3,"吕","Female","phase_016_subj_71"
"48",220,5,5,5,4,3,4,3,3,4,4,4,2,2,1,2,1,2,1,1,4,4,5,5,4,3,3,3,3,4,6,5,6,7,7,7,6,7,7,5,4,3,4,5,3,4,5,5,3,5,2,5,3,5,4,5,2,5,4,2,3,2,1,3,4,3,4,3,4,3,3,4,3,2,3,2,4,3,3,"黄","Male","phase_016_subj_30"
"49",328,6,5,6,3,4,2,4,3,2,2,4,1,3,2,1,3,2,2,3,5,5,5,2,5,3,4,2,3,4,4,8,6,6,3,7,6,8,8,5,5,6,5,5,2,7,3,6,4,5,2,6,4,6,5,5,5,6,4,3,2,3,1,2,7,3,5,3,6,5,4,5,3,2,4,7,7,4,4,"董","Male","phase_016_subj_40"
"50",509,4,2,3,3,2,3,2,2,4,4,4,1,-1,-1,1,-2,1,1,1,4,3,5,4,3,3,4,4,3,3,4,6,6,7,2,6,4,4,6,3,2,2,3,5,4,3,5,4,3,3,3,5,4,3,3,4,3,3,5,3,3,3,2,3,4,3,6,3,5,2,3,3,3,3,3,3,5,2,3,"胡","Female","phase_016_subj_60"
"51",534,4,5,5,4,5,5,2,3,4,4,4,1,1,1,1,-1,-1,1,1,4,4,4,2,4,4,3,4,4,3,4,4,4,5,3,4,4,3,4,3,4,4,5,4,3,4,4,3,4,4,3,4,4,3,5,4,4,3,4,4,3,5,4,4,4,5,4,3,4,4,5,4,4,5,4,4,5,4,4,"刘","Male","phase_016_subj_62"
"52",140,5,4,4,3,4,4,2,3,4,4,4,2,-1,-2,-2,-2,2,3,2,4,4,5,4,4,4,5,5,5,5,5,5,4,5,4,4,6,5,5,5,1,5,3,5,4,5,4,4,3,3,4,5,3,5,4,5,3,4,4,4,4,4,5,3,5,5,5,5,5,5,5,6,3,3,4,3,4,3,5,"蔡","Female","phase_016_subj_17"
"53",173,4,4,3,3,1,4,3,2,5,4,5,1,1,1,2,-1,1,2,2,5,4,3,2,4,3,2,2,2,2,3,6,6,7,5,2,4,5,5,5,2,4,3,5,2,5,4,3,2,7,1,5,3,4,5,3,6,3,4,3,4,4,2,4,4,3,5,4,5,5,3,4,2,4,3,3,5,3,5,"江","Male","phase_016_subj_25"
"54",263,7,6,6,5,4,4,4,5,5,4,4,2,1,2,2,1,2,3,2,5,4,5,4,5,3,4,3,4,4,6,8,8,8,6,7,8,9,9,5,6,4,6,6,5,4,3,6,6,5,4,5,6,6,6,6,6,4,5,4,2,5,4,5,6,6,5,6,6,3,3,2,2,2,5,4,5,4,5,"黄","Male","phase_016_subj_32"
